t,t_abs,bx,by,moving
0.232,1788738769.264,4.133,3.500,0
0.432,1788738769.464,4.133,3.500,0
0.632,1788738769.664,4.133,3.500,0
0.832,1788738769.864,4.133,3.500,0
1.032,1788738770.064,4.133,3.500,0
1.232,1788738770.264,4.133,3.500,0
1.432,1788738770.464,4.133,3.500,0
1.633,1788738770.665,4.133,3.500,0
1.832,1788738770.864,4.133,3.500,0
2.032,1788738771.064,4.133,3.500,0
2.232,1788738771.264,4.133,3.500,0
2.432,1788738771.464,4.133,3.500,0
2.632,1788738771.664,4.133,3.500,0
2.832,1788738771.864,4.133,3.500,0
3.032,1788738772.064,4.133,3.500,0
3.232,1788738772.264,4.133,3.500,0
3.432,1788738772.464,4.133,3.500,0
3.632,1788738772.664,4.133,3.500,0
3.832,1788738772.864,4.133,3.500,0
4.032,1788738773.064,4.133,3.500,0
4.232,1788738773.264,4.133,3.500,0
4.432,1788738773.464,4.133,3.500,0
4.632,1788738773.664,4.133,3.500,0
4.832,1788738773.864,4.133,3.500,0
5.032,1788738774.064,4.133,3.500,0
5.232,1788738774.264,4.133,3.500,0
5.432,1788738774.464,4.133,3.500,0
5.632,1788738774.664,4.133,3.500,0
5.832,1788738774.864,4.133,3.500,0
6.032,1788738775.064,4.133,3.500,0
6.232,1788738775.264,4.133,3.500,0
6.432,1788738775.464,4.133,3.500,0
6.632,1788738775.664,4.133,3.500,0
6.832,1788738775.864,4.133,3.500,0
7.032,1788738776.064,4.133,3.500,0
7.232,1788738776.264,4.133,3.500,0
7.432,1788738776.464,4.133,3.500,0
7.632,1788738776.664,4.133,3.500,0
7.832,1788738776.864,4.133,3.500,0
8.033,1788738777.065,4.133,3.500,0
8.233,1788738777.265,4.133,3.500,0
8.433,1788738777.465,4.133,3.500,0
8.632,1788738777.664,4.133,3.500,0
8.832,1788738777.864,4.133,3.500,0
9.032,1788738778.064,4.133,3.500,0
9.232,1788738778.264,4.133,3.500,0
9.432,1788738778.464,4.133,3.500,0
9.632,1788738778.664,4.133,3.500,0
9.832,1788738778.864,4.133,3.500,0
10.032,1788738779.064,4.133,3.500,0
10.232,1788738779.264,4.133,3.500,0
10.433,1788738779.465,4.133,3.500,0
10.633,1788738779.666,4.133,3.500,0
10.833,1788738779.865,4.133,3.500,0
11.033,1788738780.065,4.133,3.500,0
11.233,1788738780.265,4.133,3.500,0
11.433,1788738780.465,4.133,3.500,0
11.632,1788738780.665,4.133,3.564,1
11.832,1788738780.864,4.133,3.628,1
12.032,1788738781.064,4.133,3.693,1
12.232,1788738781.264,4.133,3.757,1
12.432,1788738781.464,4.133,3.821,1
12.632,1788738781.664,4.133,3.885,1
12.832,1788738781.864,4.133,3.949,1
13.032,1788738782.064,4.133,4.014,1
13.232,1788738782.264,4.133,4.078,1
13.432,1788738782.464,4.133,4.142,1
13.632,1788738782.664,4.133,4.206,1
13.832,1788738782.864,4.133,4.270,1
14.032,1788738783.064,4.133,4.335,1
14.233,1788738783.265,4.133,4.399,1
14.432,1788738783.464,4.133,4.463,1
14.632,1788738783.664,4.133,4.527,1
14.832,1788738783.864,4.133,4.591,1
15.032,1788738784.064,4.133,4.656,1
15.232,1788738784.264,4.133,4.720,1
15.432,1788738784.464,4.133,4.784,1
15.632,1788738784.664,4.133,4.848,1
