t,t_abs,bx,by,moving
0.232,1788739256.657,4.045,6.500,0
0.432,1788739256.856,4.045,6.500,0
0.632,1788739257.057,4.045,6.500,0
0.832,1788739257.257,4.045,6.500,0
1.032,1788739257.456,4.045,6.500,0
1.232,1788739257.657,4.045,6.500,0
1.432,1788739257.857,4.045,6.500,0
1.632,1788739258.056,4.045,6.500,0
1.831,1788739258.256,4.045,6.500,0
2.032,1788739258.457,4.045,6.500,0
2.232,1788739258.656,4.045,6.500,0
2.432,1788739258.856,4.045,6.500,0
2.632,1788739259.057,4.045,6.500,0
2.832,1788739259.256,4.045,6.500,0
3.032,1788739259.457,4.045,6.500,0
3.232,1788739259.657,4.045,6.500,0
3.432,1788739259.857,4.045,6.500,0
3.632,1788739260.056,4.045,6.500,0
3.832,1788739260.256,4.045,6.500,0
4.032,1788739260.456,4.045,6.500,0
4.232,1788739260.656,4.045,6.500,0
4.432,1788739260.857,4.045,6.500,0
4.632,1788739261.056,4.045,6.500,0
4.832,1788739261.256,4.045,6.500,0
5.032,1788739261.457,4.045,6.500,0
5.232,1788739261.657,4.045,6.500,0
5.432,1788739261.856,4.045,6.500,0
5.632,1788739262.057,4.045,6.500,0
5.832,1788739262.257,4.045,6.500,0
6.032,1788739262.457,4.045,6.500,0
6.232,1788739262.656,4.045,6.500,0
6.432,1788739262.857,4.045,6.500,0
6.632,1788739263.056,4.045,6.500,0
6.832,1788739263.256,4.045,6.500,0
7.032,1788739263.456,4.045,6.500,0
7.232,1788739263.657,4.045,6.500,0
7.432,1788739263.857,4.045,6.500,0
7.632,1788739264.056,4.045,6.500,0
7.832,1788739264.257,4.045,6.500,0
8.032,1788739264.457,4.045,6.500,0
8.232,1788739264.657,4.045,6.500,0
8.432,1788739264.857,4.045,6.500,0
8.632,1788739265.057,4.045,6.500,0
8.832,1788739265.257,4.045,6.500,0
9.032,1788739265.457,4.045,6.500,0
9.232,1788739265.657,4.045,6.500,0
9.432,1788739265.856,4.045,6.500,0
9.632,1788739266.056,4.045,6.500,0
9.832,1788739266.256,4.045,6.500,0
10.032,1788739266.456,4.045,6.500,0
10.232,1788739266.656,4.045,6.500,0
10.432,1788739266.857,4.045,6.500,0
10.632,1788739267.057,4.045,6.500,0
10.832,1788739267.257,4.045,6.500,0
11.032,1788739267.457,4.045,6.500,0
11.232,1788739267.657,4.045,6.500,0
11.432,1788739267.857,4.045,6.500,0
11.632,1788739268.057,4.045,6.500,0
11.832,1788739268.257,4.045,6.500,0
12.032,1788739268.457,4.045,6.441,1
