t,t_abs,bx,by,moving
0.232,1788738476.988,5.467,3.500,0
0.432,1788738477.188,5.467,3.500,0
0.632,1788738477.388,5.467,3.500,0
0.832,1788738477.588,5.467,3.500,0
1.032,1788738477.788,5.467,3.500,0
1.232,1788738477.988,5.467,3.500,0
1.432,1788738478.188,5.467,3.500,0
1.632,1788738478.388,5.467,3.500,0
1.832,1788738478.588,5.467,3.500,0
2.032,1788738478.788,5.467,3.500,0
2.232,1788738478.988,5.467,3.500,0
2.432,1788738479.188,5.467,3.500,0
2.632,1788738479.388,5.467,3.500,0
2.832,1788738479.588,5.467,3.500,0
3.032,1788738479.788,5.467,3.500,0
3.232,1788738479.988,5.467,3.500,0
3.432,1788738480.188,5.467,3.500,0
3.632,1788738480.388,5.467,3.500,0
3.832,1788738480.588,5.467,3.500,0
4.032,1788738480.788,5.467,3.500,0
4.232,1788738480.988,5.467,3.500,0
4.432,1788738481.188,5.467,3.500,0
4.632,1788738481.388,5.467,3.500,0
4.832,1788738481.588,5.467,3.500,0
5.032,1788738481.788,5.467,3.500,0
5.232,1788738481.988,5.467,3.500,0
5.432,1788738482.188,5.467,3.500,0
5.632,1788738482.388,5.467,3.500,0
5.832,1788738482.588,5.467,3.500,0
6.032,1788738482.788,5.467,3.500,0
6.232,1788738482.988,5.467,3.500,0
6.432,1788738483.188,5.467,3.500,0
6.632,1788738483.388,5.467,3.500,0
6.833,1788738483.588,5.467,3.500,0
7.033,1788738483.789,5.467,3.500,0
7.232,1788738483.988,5.467,3.500,0
7.433,1788738484.188,5.467,3.500,0
7.632,1788738484.388,5.467,3.500,0
7.832,1788738484.588,5.467,3.500,0
8.032,1788738484.788,5.467,3.500,0
8.232,1788738484.988,5.467,3.500,0
8.432,1788738485.188,5.467,3.500,0
8.632,1788738485.388,5.467,3.500,0
8.834,1788738485.589,5.467,3.500,0
9.033,1788738485.788,5.467,3.500,0
9.233,1788738485.988,5.467,3.500,0
9.433,1788738486.189,5.467,3.500,0
9.632,1788738486.388,5.467,3.500,0
9.833,1788738486.588,5.467,3.500,0
10.032,1788738486.788,5.467,3.500,0
10.232,1788738486.988,5.467,3.500,0
10.432,1788738487.188,5.467,3.500,0
10.632,1788738487.388,5.467,3.500,0
10.832,1788738487.588,5.467,3.500,0
11.032,1788738487.788,5.467,3.500,0
11.234,1788738487.989,5.467,3.500,0
11.433,1788738488.189,5.467,3.500,0
