t,t_abs,bx,by,moving
0.232,1788738114.350,5.102,3.500,0
0.432,1788738114.550,5.102,3.500,0
0.632,1788738114.750,5.102,3.500,0
0.831,1788738114.950,5.102,3.500,0
1.031,1788738115.150,5.102,3.500,0
1.231,1788738115.350,5.102,3.500,0
1.432,1788738115.550,5.102,3.500,0
1.632,1788738115.750,5.102,3.500,0
1.832,1788738115.950,5.102,3.500,0
2.031,1788738116.150,5.102,3.500,0
2.231,1788738116.350,5.102,3.500,0
2.431,1788738116.550,5.102,3.500,0
2.631,1788738116.750,5.102,3.500,0
2.831,1788738116.950,5.102,3.500,0
3.031,1788738117.150,5.102,3.500,0
3.231,1788738117.350,5.102,3.500,0
3.431,1788738117.550,5.102,3.500,0
3.631,1788738117.750,5.102,3.500,0
3.831,1788738117.950,5.102,3.500,0
4.031,1788738118.150,5.102,3.500,0
4.232,1788738118.350,5.102,3.500,0
4.431,1788738118.550,5.102,3.500,0
4.631,1788738118.750,5.102,3.500,0
4.831,1788738118.950,5.102,3.500,0
5.032,1788738119.150,5.102,3.500,0
5.232,1788738119.350,5.102,3.500,0
5.432,1788738119.550,5.102,3.500,0
5.631,1788738119.750,5.102,3.500,0
5.831,1788738119.950,5.102,3.500,0
6.032,1788738120.150,5.102,3.500,0
6.231,1788738120.350,5.102,3.500,0
6.432,1788738120.550,5.102,3.500,0
6.631,1788738120.750,5.102,3.500,0
6.831,1788738120.950,5.102,3.500,0
7.032,1788738121.150,5.102,3.500,0
7.232,1788738121.350,5.102,3.500,0
7.432,1788738121.550,5.102,3.500,0
7.631,1788738121.750,5.102,3.500,0
7.831,1788738121.950,5.102,3.500,0
8.032,1788738122.150,5.102,3.500,0
8.231,1788738122.350,5.102,3.500,0
8.431,1788738122.550,5.102,3.500,0
8.631,1788738122.750,5.102,3.500,0
8.831,1788738122.950,5.102,3.500,0
9.031,1788738123.150,5.102,3.500,0
9.231,1788738123.350,5.102,3.500,0
9.432,1788738123.550,5.102,3.500,0
9.632,1788738123.750,5.102,3.500,0
9.831,1788738123.950,5.102,3.500,0
10.032,1788738124.150,5.102,3.500,0
10.231,1788738124.350,5.102,3.500,0
10.431,1788738124.550,5.102,3.500,0
10.631,1788738124.750,5.102,3.500,0
10.831,1788738124.950,5.102,3.500,0
11.031,1788738125.150,5.102,3.500,0
11.231,1788738125.350,5.102,3.500,0
11.431,1788738125.550,5.102,3.500,0
11.631,1788738125.750,5.102,3.500,0
11.831,1788738125.950,5.102,3.500,0
12.032,1788738126.150,5.102,3.500,0
12.232,1788738126.350,5.102,3.500,0
12.432,1788738126.550,5.102,3.500,0
12.632,1788738126.750,5.102,3.500,0
12.832,1788738126.950,5.102,3.500,0
13.031,1788738127.150,5.102,3.500,0
13.231,1788738127.350,5.102,3.500,0
13.431,1788738127.550,5.102,3.500,0
13.631,1788738127.750,5.102,3.500,0
13.831,1788738127.950,5.102,3.556,1
14.031,1788738128.150,5.102,3.612,1
14.231,1788738128.350,5.102,3.667,1
14.431,1788738128.550,5.102,3.723,1
14.632,1788738128.750,5.102,3.779,1
14.832,1788738128.950,5.102,3.835,1
15.032,1788738129.150,5.102,3.891,1
15.231,1788738129.350,5.102,3.946,1
15.431,1788738129.550,5.102,4.002,1
15.631,1788738129.750,5.102,4.058,1
15.831,1788738129.950,5.102,4.114,1
16.031,1788738130.150,5.102,4.170,1
16.231,1788738130.350,5.102,4.225,1
16.431,1788738130.550,5.102,4.281,1
16.631,1788738130.750,5.102,4.337,1
16.831,1788738130.950,5.102,4.393,1
17.031,1788738131.150,5.102,4.449,1
17.232,1788738131.350,5.102,4.504,1
17.432,1788738131.550,5.102,4.560,1
17.632,1788738131.750,5.102,4.616,1
17.832,1788738131.950,5.102,4.672,1
18.031,1788738132.150,5.102,4.728,1
18.231,1788738132.350,5.102,4.783,1
18.431,1788738132.550,5.102,4.839,1
18.631,1788738132.750,5.102,4.895,1
18.831,1788738132.950,5.102,4.951,1
19.031,1788738133.150,5.102,5.007,1
19.231,1788738133.350,5.102,5.062,1
19.431,1788738133.550,5.102,5.118,1
19.631,1788738133.750,5.102,5.174,1
19.832,1788738133.950,5.102,5.230,1
20.031,1788738134.150,5.102,5.286,1
20.231,1788738134.350,5.102,5.341,1
20.432,1788738134.550,5.102,5.397,1
20.631,1788738134.750,5.102,5.453,1
20.832,1788738134.950,5.102,5.509,1
21.032,1788738135.150,5.102,5.565,1
21.231,1788738135.350,5.102,5.620,1
21.431,1788738135.550,5.102,5.676,1
21.631,1788738135.750,5.102,5.732,1
21.832,1788738135.950,5.102,5.788,1
22.031,1788738136.150,5.102,5.844,1
22.232,1788738136.350,5.102,5.899,1
22.432,1788738136.550,5.102,5.955,1
22.631,1788738136.750,5.102,6.011,1
22.831,1788738136.950,5.102,6.067,1
23.031,1788738137.150,5.102,6.123,1
23.231,1788738137.350,5.102,6.178,1
23.431,1788738137.550,5.102,6.234,1
23.631,1788738137.750,5.102,6.290,1
23.831,1788738137.950,5.102,6.346,1
24.031,1788738138.150,5.102,6.402,1
24.231,1788738138.350,5.102,6.457,1
24.432,1788738138.550,5.102,6.513,0
24.631,1788738138.750,5.102,6.513,0
24.831,1788738138.950,5.102,6.513,0
25.031,1788738139.150,5.102,6.513,0
25.232,1788738139.350,5.102,6.513,0
25.431,1788738139.550,5.102,6.513,0
25.631,1788738139.750,5.102,6.513,0
25.831,1788738139.950,5.102,6.513,0
