t,t_abs,bx,by,moving
0.233,1788739291.907,4.045,6.500,0
0.432,1788739292.107,4.045,6.500,0
0.632,1788739292.306,4.045,6.500,0
0.832,1788739292.506,4.045,6.500,0
1.032,1788739292.707,4.045,6.500,0
1.232,1788739292.907,4.045,6.500,0
1.432,1788739293.107,4.045,6.500,0
1.632,1788739293.307,4.045,6.500,0
1.832,1788739293.506,4.045,6.500,0
2.032,1788739293.707,4.045,6.500,0
2.232,1788739293.907,4.045,6.500,0
2.432,1788739294.107,4.045,6.500,0
2.632,1788739294.307,4.045,6.500,0
2.832,1788739294.506,4.045,6.500,0
3.032,1788739294.707,4.045,6.500,0
3.232,1788739294.907,4.045,6.500,0
3.432,1788739295.107,4.045,6.500,0
3.632,1788739295.306,4.045,6.500,0
3.833,1788739295.507,4.045,6.500,0
4.032,1788739295.707,4.045,6.500,0
4.232,1788739295.906,4.045,6.500,0
4.432,1788739296.106,4.045,6.500,0
4.633,1788739296.307,4.045,6.500,0
4.832,1788739296.507,4.045,6.500,0
5.032,1788739296.707,4.045,6.500,0
5.232,1788739296.907,4.045,6.500,0
5.432,1788739297.107,4.045,6.500,0
5.632,1788739297.307,4.045,6.500,0
5.832,1788739297.507,4.045,6.500,0
6.032,1788739297.707,4.045,6.500,0
6.232,1788739297.907,4.045,6.500,0
6.432,1788739298.106,4.045,6.500,0
6.632,1788739298.307,4.045,6.500,0
6.832,1788739298.507,4.045,6.500,0
7.032,1788739298.707,4.045,6.500,0
7.232,1788739298.907,4.045,6.500,0
7.432,1788739299.107,4.045,6.500,0
7.632,1788739299.306,4.045,6.500,0
7.832,1788739299.506,4.045,6.500,0
8.034,1788739299.708,4.045,6.500,0
8.232,1788739299.907,4.045,6.500,0
8.432,1788739300.106,4.045,6.500,0
8.633,1788739300.307,4.045,6.500,0
8.832,1788739300.507,4.045,6.500,0
9.032,1788739300.707,4.045,6.500,0
9.232,1788739300.907,4.045,6.500,0
9.432,1788739301.106,4.045,6.500,0
9.632,1788739301.306,4.045,6.500,0
9.832,1788739301.507,4.045,6.500,0
10.032,1788739301.707,4.045,6.500,0
10.232,1788739301.907,4.045,6.500,0
10.432,1788739302.107,4.045,6.500,0
10.632,1788739302.306,4.045,6.500,0
10.832,1788739302.506,4.045,6.500,0
11.032,1788739302.707,4.045,6.500,0
11.232,1788739302.907,4.045,6.500,0
11.432,1788739303.106,4.045,6.500,0
11.632,1788739303.307,4.045,6.500,0
11.832,1788739303.507,4.045,6.441,1
12.032,1788739303.706,4.045,6.381,1
12.232,1788739303.907,4.045,6.322,1
12.432,1788739304.107,4.045,6.262,1
12.632,1788739304.307,4.045,6.203,1
12.832,1788739304.507,4.045,6.144,1
13.032,1788739304.707,4.045,6.084,1
13.232,1788739304.907,4.045,6.025,1
13.432,1788739305.107,4.045,5.965,1
13.632,1788739305.307,4.045,5.906,1
13.832,1788739305.507,4.045,5.847,1
14.032,1788739305.707,4.045,5.787,1
14.232,1788739305.907,4.045,5.728,1
14.432,1788739306.107,4.045,5.668,1
14.632,1788739306.307,4.045,5.609,1
14.832,1788739306.506,4.045,5.550,1
15.032,1788739306.707,4.045,5.490,1
15.232,1788739306.907,4.045,5.431,1
15.433,1788739307.107,4.045,5.371,1
15.632,1788739307.306,4.045,5.312,1
15.832,1788739307.507,4.045,5.253,1
16.032,1788739307.706,4.045,5.193,1
16.233,1788739307.907,4.045,5.134,1
16.432,1788739308.107,4.045,5.074,1
16.632,1788739308.307,4.045,5.015,1
16.832,1788739308.507,4.045,4.956,1
17.032,1788739308.707,4.045,4.896,1
17.232,1788739308.906,4.045,4.837,1
17.432,1788739309.106,4.045,4.777,1
17.633,1788739309.307,4.045,4.718,1
17.832,1788739309.506,4.045,4.659,1
18.033,1788739309.707,4.045,4.599,1
18.232,1788739309.907,4.045,4.540,1
18.432,1788739310.106,4.045,4.480,1
18.633,1788739310.307,4.045,4.421,1
18.832,1788739310.507,4.045,4.362,1
19.032,1788739310.707,4.045,4.302,1
19.232,1788739310.907,4.045,4.243,1
19.432,1788739311.106,4.045,4.183,1
19.632,1788739311.307,4.045,4.124,1
19.832,1788739311.507,4.045,4.065,1
20.032,1788739311.707,4.045,4.005,1
20.232,1788739311.907,4.045,3.946,1
20.432,1788739312.107,4.045,3.886,1
20.632,1788739312.307,4.045,3.827,1
20.832,1788739312.506,4.045,3.768,1
21.032,1788739312.706,4.045,3.708,1
21.232,1788739312.906,4.045,3.649,1
21.432,1788739313.106,4.045,3.589,1
21.632,1788739313.307,4.045,3.530,1
21.832,1788739313.506,4.045,3.471,0
22.032,1788739313.707,4.045,3.471,0
22.232,1788739313.906,4.045,3.471,0
22.432,1788739314.106,4.045,3.471,0
22.633,1788739314.307,4.045,3.471,0
22.833,1788739314.507,4.045,3.471,0
23.033,1788739314.707,4.045,3.471,0
23.234,1788739314.908,4.045,3.471,0
23.433,1788739315.107,4.045,3.471,0
