t,t_abs,bx,by,moving
0.232,1788738358.375,4.400,6.500,0
0.431,1788738358.574,4.400,6.500,0
0.632,1788738358.774,4.400,6.500,0
0.831,1788738358.974,4.400,6.500,0
1.031,1788738359.174,4.400,6.500,0
1.231,1788738359.374,4.400,6.500,0
1.431,1788738359.574,4.400,6.500,0
1.631,1788738359.774,4.400,6.500,0
1.831,1788738359.974,4.400,6.500,0
2.031,1788738360.174,4.400,6.500,0
2.231,1788738360.374,4.400,6.500,0
2.431,1788738360.574,4.400,6.500,0
2.631,1788738360.774,4.400,6.500,0
2.831,1788738360.974,4.400,6.500,0
3.031,1788738361.174,4.400,6.500,0
3.231,1788738361.374,4.400,6.500,0
3.431,1788738361.574,4.400,6.500,0
3.631,1788738361.774,4.400,6.500,0
3.831,1788738361.974,4.400,6.500,0
4.031,1788738362.174,4.400,6.500,0
4.231,1788738362.374,4.400,6.500,0
4.431,1788738362.574,4.400,6.500,0
4.631,1788738362.774,4.400,6.500,0
4.831,1788738362.974,4.400,6.500,0
5.031,1788738363.174,4.400,6.500,0
5.231,1788738363.374,4.400,6.500,0
5.431,1788738363.574,4.400,6.500,0
5.631,1788738363.774,4.400,6.500,0
5.831,1788738363.974,4.400,6.500,0
6.032,1788738364.175,4.400,6.500,0
6.231,1788738364.374,4.400,6.500,0
6.431,1788738364.574,4.400,6.500,0
6.631,1788738364.774,4.400,6.500,0
6.832,1788738364.974,4.400,6.500,0
7.031,1788738365.174,4.400,6.500,0
7.231,1788738365.374,4.400,6.500,0
7.431,1788738365.574,4.400,6.500,0
7.631,1788738365.774,4.400,6.500,0
7.831,1788738365.974,4.400,6.500,0
8.032,1788738366.174,4.400,6.500,0
8.232,1788738366.374,4.400,6.500,0
8.433,1788738366.576,4.400,6.500,0
8.631,1788738366.774,4.400,6.500,0
8.831,1788738366.974,4.400,6.500,0
9.031,1788738367.174,4.400,6.500,0
9.231,1788738367.374,4.400,6.500,0
9.431,1788738367.574,4.400,6.500,0
9.631,1788738367.774,4.400,6.500,0
9.831,1788738367.974,4.400,6.500,0
10.032,1788738368.175,4.400,6.500,0
10.231,1788738368.374,4.400,6.500,0
10.431,1788738368.574,4.400,6.500,0
10.631,1788738368.774,4.400,6.500,0
10.832,1788738368.975,4.400,6.500,0
11.032,1788738369.175,4.400,6.500,0
11.231,1788738369.374,4.400,6.500,0
