t,t_abs,bx,by,moving
0.232,1788737852.367,4.985,3.500,0
0.432,1788737852.567,4.985,3.500,0
0.632,1788737852.767,4.985,3.500,0
0.832,1788737852.967,4.985,3.500,0
1.032,1788737853.167,4.985,3.500,0
1.232,1788737853.367,4.985,3.500,0
1.432,1788737853.567,4.985,3.500,0
1.632,1788737853.767,4.985,3.500,0
1.833,1788737853.968,4.985,3.500,0
2.032,1788737854.167,4.985,3.500,0
2.232,1788737854.367,4.985,3.500,0
2.432,1788737854.567,4.985,3.500,0
2.632,1788737854.767,4.985,3.500,0
2.832,1788737854.967,4.985,3.500,0
3.032,1788737855.167,4.985,3.500,0
3.232,1788737855.367,4.985,3.500,0
3.432,1788737855.567,4.985,3.500,0
3.632,1788737855.767,4.985,3.500,0
3.832,1788737855.967,4.985,3.500,0
4.032,1788737856.167,4.985,3.500,0
4.232,1788737856.367,4.985,3.500,0
4.432,1788737856.567,4.985,3.500,0
4.632,1788737856.767,4.985,3.500,0
4.832,1788737856.967,4.985,3.500,0
5.032,1788737857.167,4.985,3.500,0
5.232,1788737857.367,4.985,3.500,0
5.432,1788737857.567,4.985,3.500,0
5.632,1788737857.767,4.985,3.500,0
5.832,1788737857.967,4.985,3.500,0
6.032,1788737858.167,4.985,3.500,0
6.233,1788737858.368,4.985,3.500,0
6.432,1788737858.567,4.985,3.500,0
6.632,1788737858.767,4.985,3.500,0
6.832,1788737858.967,4.985,3.500,0
7.032,1788737859.167,4.985,3.500,0
7.232,1788737859.367,4.985,3.500,0
7.432,1788737859.567,4.985,3.500,0
7.632,1788737859.767,4.985,3.500,0
7.832,1788737859.967,4.985,3.500,0
8.032,1788737860.167,4.985,3.500,0
8.232,1788737860.367,4.985,3.500,0
8.433,1788737860.568,4.985,3.500,0
8.632,1788737860.767,4.985,3.500,0
8.832,1788737860.967,4.985,3.500,0
9.032,1788737861.167,4.985,3.500,0
9.232,1788737861.367,4.985,3.500,0
9.432,1788737861.567,4.985,3.500,0
9.632,1788737861.767,4.985,3.500,0
9.833,1788737861.968,4.985,3.500,0
10.032,1788737862.167,4.985,3.500,0
10.232,1788737862.367,4.985,3.500,0
10.433,1788737862.568,4.985,3.500,0
10.632,1788737862.767,4.985,3.500,0
10.832,1788737862.967,4.985,3.500,0
11.032,1788737863.167,4.985,3.500,0
11.232,1788737863.367,4.985,3.500,0
11.432,1788737863.567,4.985,3.500,0
11.633,1788737863.768,4.985,3.500,0
11.832,1788737863.967,4.985,3.500,0
12.032,1788737864.167,4.985,3.500,0
12.232,1788737864.367,4.985,3.500,0
