t,t_abs,bx,by,moving
0.236,1788738973.017,4.961,3.500,0
0.436,1788738973.217,4.961,3.500,0
0.636,1788738973.417,4.961,3.500,0
0.836,1788738973.617,4.961,3.500,0
1.036,1788738973.817,4.961,3.500,0
1.236,1788738974.017,4.961,3.500,0
1.436,1788738974.217,4.961,3.500,0
1.636,1788738974.417,4.961,3.500,0
1.836,1788738974.617,4.961,3.500,0
2.036,1788738974.817,4.961,3.500,0
2.236,1788738975.017,4.961,3.500,0
2.436,1788738975.217,4.961,3.500,0
2.636,1788738975.417,4.961,3.500,0
2.836,1788738975.617,4.961,3.500,0
3.036,1788738975.817,4.961,3.500,0
3.237,1788738976.018,4.961,3.500,0
3.437,1788738976.218,4.961,3.500,0
3.636,1788738976.417,4.961,3.500,0
3.836,1788738976.617,4.961,3.500,0
4.036,1788738976.817,4.961,3.500,0
4.236,1788738977.017,4.961,3.500,0
4.436,1788738977.217,4.961,3.500,0
4.636,1788738977.417,4.961,3.500,0
4.836,1788738977.617,4.961,3.500,0
5.036,1788738977.817,4.961,3.500,0
5.236,1788738978.017,4.961,3.500,0
5.436,1788738978.217,4.961,3.500,0
5.636,1788738978.417,4.961,3.500,0
5.836,1788738978.617,4.961,3.500,0
6.036,1788738978.817,4.961,3.500,0
6.236,1788738979.017,4.961,3.500,0
6.436,1788738979.217,4.961,3.500,0
6.636,1788738979.417,4.961,3.500,0
6.836,1788738979.617,4.961,3.500,0
7.036,1788738979.817,4.961,3.500,0
7.236,1788738980.017,4.961,3.500,0
7.436,1788738980.217,4.961,3.500,0
7.636,1788738980.417,4.961,3.500,0
7.836,1788738980.617,4.961,3.500,0
8.037,1788738980.818,4.961,3.500,0
8.237,1788738981.018,4.961,3.500,0
8.436,1788738981.217,4.961,3.500,0
8.636,1788738981.417,4.961,3.500,0
8.836,1788738981.617,4.961,3.500,0
9.036,1788738981.817,4.961,3.500,0
9.236,1788738982.017,4.961,3.500,0
9.437,1788738982.218,4.961,3.500,0
9.636,1788738982.417,4.961,3.500,0
9.836,1788738982.617,4.961,3.500,0
10.036,1788738982.816,4.961,3.500,0
10.236,1788738983.017,4.961,3.500,0
10.436,1788738983.217,4.961,3.500,0
10.636,1788738983.417,4.961,3.500,0
10.836,1788738983.617,4.961,3.500,0
11.036,1788738983.817,4.961,3.500,0
11.236,1788738984.017,4.961,3.500,0
11.436,1788738984.217,4.961,3.500,0
11.636,1788738984.417,4.961,3.500,0
11.836,1788738984.617,4.961,3.500,0
12.036,1788738984.817,4.961,3.500,0
12.236,1788738985.017,4.961,3.500,0
12.436,1788738985.217,4.961,3.500,0
12.636,1788738985.417,4.961,3.500,0
