t,t_abs,bx,by,moving
0.232,1788739079.297,5.669,3.500,0
0.432,1788739079.497,5.669,3.500,0
0.632,1788739079.697,5.669,3.500,0
0.831,1788739079.897,5.669,3.500,0
1.031,1788739080.097,5.669,3.500,0
1.232,1788739080.297,5.669,3.500,0
1.432,1788739080.497,5.669,3.500,0
1.632,1788739080.697,5.669,3.500,0
1.832,1788739080.897,5.669,3.500,0
2.032,1788739081.097,5.669,3.500,0
2.232,1788739081.297,5.669,3.500,0
2.432,1788739081.497,5.669,3.500,0
2.632,1788739081.697,5.669,3.500,0
2.832,1788739081.897,5.669,3.500,0
3.031,1788739082.097,5.669,3.500,0
3.232,1788739082.297,5.669,3.500,0
3.431,1788739082.497,5.669,3.500,0
3.631,1788739082.697,5.669,3.500,0
3.832,1788739082.897,5.669,3.500,0
4.032,1788739083.097,5.669,3.500,0
4.231,1788739083.297,5.669,3.500,0
4.432,1788739083.497,5.669,3.500,0
4.631,1788739083.697,5.669,3.500,0
4.833,1788739083.898,5.669,3.500,0
5.032,1788739084.097,5.669,3.500,0
5.232,1788739084.297,5.669,3.500,0
5.431,1788739084.497,5.669,3.500,0
5.632,1788739084.697,5.669,3.500,0
5.832,1788739084.897,5.669,3.500,0
6.032,1788739085.097,5.669,3.500,0
6.231,1788739085.297,5.669,3.500,0
6.431,1788739085.497,5.669,3.500,0
6.632,1788739085.697,5.669,3.500,0
6.831,1788739085.897,5.669,3.500,0
7.032,1788739086.097,5.669,3.500,0
7.232,1788739086.297,5.669,3.500,0
7.432,1788739086.497,5.669,3.500,0
7.632,1788739086.697,5.669,3.500,0
7.832,1788739086.897,5.669,3.500,0
8.032,1788739087.097,5.669,3.500,0
8.232,1788739087.297,5.669,3.500,0
8.431,1788739087.497,5.669,3.500,0
8.631,1788739087.697,5.669,3.500,0
8.831,1788739087.897,5.669,3.500,0
9.031,1788739088.097,5.669,3.500,0
9.231,1788739088.297,5.669,3.500,0
9.432,1788739088.497,5.669,3.500,0
9.631,1788739088.697,5.669,3.500,0
9.831,1788739088.897,5.669,3.500,0
10.032,1788739089.097,5.669,3.500,0
10.231,1788739089.297,5.669,3.500,0
10.433,1788739089.498,5.669,3.500,0
10.632,1788739089.697,5.669,3.500,0
10.832,1788739089.897,5.669,3.500,0
11.032,1788739090.097,5.669,3.500,0
11.232,1788739090.297,5.669,3.500,0
11.431,1788739090.497,5.669,3.500,0
11.632,1788739090.697,5.669,3.500,0
11.831,1788739090.897,5.669,3.500,0
12.031,1788739091.097,5.669,3.500,0
12.231,1788739091.297,5.669,3.500,0
12.432,1788739091.497,5.669,3.500,0
12.631,1788739091.697,5.669,3.500,0
12.832,1788739091.897,5.669,3.500,0
13.032,1788739092.097,5.669,3.500,0
13.231,1788739092.297,5.669,3.500,0
13.431,1788739092.497,5.669,3.500,0
13.632,1788739092.697,5.669,3.500,0
13.832,1788739092.897,5.669,3.500,0
14.032,1788739093.097,5.669,3.500,0
14.233,1788739093.298,5.669,3.500,0
14.433,1788739093.498,5.669,3.500,0
14.632,1788739093.697,5.669,3.500,0
14.832,1788739093.897,5.669,3.500,0
15.031,1788739094.097,5.669,3.500,0
15.232,1788739094.297,5.669,3.563,1
15.432,1788739094.497,5.669,3.626,1
15.631,1788739094.697,5.669,3.690,1
15.832,1788739094.897,5.669,3.753,1
16.032,1788739095.097,5.669,3.816,1
16.232,1788739095.297,5.669,3.879,1
16.432,1788739095.497,5.669,3.942,1
16.632,1788739095.697,5.669,4.006,1
16.832,1788739095.897,5.669,4.069,1
17.032,1788739096.097,5.669,4.132,1
17.232,1788739096.297,5.669,4.195,1
17.432,1788739096.497,5.669,4.258,1
17.632,1788739096.697,5.669,4.322,1
17.832,1788739096.897,5.669,4.385,1
18.032,1788739097.097,5.669,4.448,1
18.231,1788739097.297,5.669,4.511,1
18.432,1788739097.497,5.669,4.574,1
18.632,1788739097.697,5.669,4.638,1
18.832,1788739097.897,5.669,4.701,1
