t,t_abs,bx,by,moving
0.232,1788740062.073,5.222,3.500,0
0.432,1788740062.273,5.222,3.500,0
0.632,1788740062.473,5.222,3.500,0
0.832,1788740062.673,5.222,3.500,0
1.032,1788740062.873,5.222,3.500,0
1.232,1788740063.073,5.222,3.500,0
1.431,1788740063.272,5.222,3.500,0
1.632,1788740063.473,5.222,3.500,0
1.832,1788740063.673,5.222,3.500,0
2.032,1788740063.873,5.222,3.500,0
2.232,1788740064.073,5.222,3.500,0
2.431,1788740064.273,5.222,3.500,0
2.632,1788740064.473,5.222,3.500,0
2.831,1788740064.673,5.222,3.500,0
3.032,1788740064.873,5.222,3.500,0
3.232,1788740065.073,5.222,3.500,0
3.432,1788740065.273,5.222,3.500,0
3.632,1788740065.473,5.222,3.500,0
3.832,1788740065.673,5.222,3.500,0
4.032,1788740065.873,5.222,3.500,0
4.232,1788740066.073,5.222,3.500,0
4.432,1788740066.273,5.222,3.500,0
4.632,1788740066.473,5.222,3.500,0
4.832,1788740066.673,5.222,3.500,0
5.032,1788740066.873,5.222,3.500,0
5.232,1788740067.073,5.222,3.500,0
5.432,1788740067.273,5.222,3.500,0
5.632,1788740067.473,5.222,3.500,0
5.832,1788740067.673,5.222,3.500,0
6.032,1788740067.873,5.222,3.500,0
6.231,1788740068.072,5.222,3.500,0
6.432,1788740068.273,5.222,3.500,0
6.632,1788740068.473,5.222,3.500,0
6.832,1788740068.673,5.222,3.500,0
7.032,1788740068.873,5.222,3.500,0
7.232,1788740069.073,5.222,3.500,0
7.432,1788740069.273,5.222,3.500,0
7.632,1788740069.473,5.222,3.500,0
7.832,1788740069.673,5.222,3.500,0
8.032,1788740069.873,5.222,3.500,0
8.232,1788740070.073,5.222,3.500,0
8.432,1788740070.273,5.222,3.500,0
8.632,1788740070.473,5.222,3.500,0
8.832,1788740070.673,5.222,3.500,0
9.032,1788740070.873,5.222,3.500,0
9.232,1788740071.073,5.222,3.500,0
9.432,1788740071.273,5.222,3.500,0
9.632,1788740071.473,5.222,3.500,0
9.832,1788740071.673,5.222,3.500,0
10.032,1788740071.873,5.222,3.500,0
10.232,1788740072.073,5.222,3.500,0
10.432,1788740072.273,5.222,3.500,0
10.632,1788740072.473,5.222,3.500,0
10.832,1788740072.673,5.222,3.500,0
11.032,1788740072.873,5.222,3.500,0
11.232,1788740073.073,5.222,3.500,0
11.432,1788740073.273,5.222,3.500,0
11.632,1788740073.473,5.222,3.500,0
11.832,1788740073.673,5.222,3.500,0
12.032,1788740073.873,5.222,3.500,0
12.232,1788740074.073,5.222,3.500,0
12.432,1788740074.273,5.222,3.500,0
12.632,1788740074.473,5.222,3.500,0
12.832,1788740074.673,5.222,3.500,0
13.032,1788740074.873,5.222,3.500,0
13.232,1788740075.073,5.222,3.500,0
13.432,1788740075.273,5.222,3.500,0
13.632,1788740075.473,5.222,3.500,0
13.832,1788740075.673,5.222,3.500,0
14.032,1788740075.873,5.222,3.556,1
14.232,1788740076.073,5.222,3.612,1
14.432,1788740076.273,5.222,3.667,1
14.632,1788740076.473,5.222,3.723,1
