t,t_abs,bx,by,moving
0.232,1788740242.091,4.176,3.500,0
0.432,1788740242.290,4.176,3.500,0
0.632,1788740242.490,4.176,3.500,0
0.832,1788740242.690,4.176,3.500,0
1.032,1788740242.890,4.176,3.500,0
1.232,1788740243.090,4.176,3.500,0
1.432,1788740243.290,4.176,3.500,0
1.633,1788740243.492,4.176,3.500,0
1.832,1788740243.690,4.176,3.500,0
2.032,1788740243.890,4.176,3.500,0
2.232,1788740244.090,4.176,3.500,0
2.432,1788740244.290,4.176,3.500,0
2.632,1788740244.490,4.176,3.500,0
2.832,1788740244.690,4.176,3.500,0
3.032,1788740244.890,4.176,3.500,0
3.232,1788740245.090,4.176,3.500,0
3.432,1788740245.290,4.176,3.500,0
3.632,1788740245.490,4.176,3.500,0
3.832,1788740245.690,4.176,3.500,0
4.032,1788740245.890,4.176,3.500,0
4.232,1788740246.090,4.176,3.500,0
4.432,1788740246.290,4.176,3.500,0
4.632,1788740246.490,4.176,3.500,0
4.832,1788740246.690,4.176,3.500,0
5.032,1788740246.890,4.176,3.500,0
5.232,1788740247.090,4.176,3.500,0
5.432,1788740247.290,4.176,3.500,0
5.632,1788740247.490,4.176,3.500,0
5.832,1788740247.690,4.176,3.500,0
6.032,1788740247.890,4.176,3.500,0
6.232,1788740248.090,4.176,3.500,0
6.432,1788740248.290,4.176,3.500,0
6.632,1788740248.490,4.176,3.500,0
6.832,1788740248.690,4.176,3.500,0
7.032,1788740248.890,4.176,3.500,0
7.233,1788740249.092,4.176,3.500,0
7.432,1788740249.290,4.176,3.500,0
7.632,1788740249.490,4.176,3.500,0
7.832,1788740249.690,4.176,3.500,0
8.032,1788740249.890,4.176,3.500,0
8.232,1788740250.090,4.176,3.500,0
8.432,1788740250.290,4.176,3.500,0
8.632,1788740250.490,4.176,3.500,0
8.832,1788740250.690,4.176,3.500,0
9.032,1788740250.890,4.176,3.500,0
9.232,1788740251.090,4.176,3.500,0
9.432,1788740251.290,4.176,3.500,0
9.632,1788740251.490,4.176,3.500,0
9.832,1788740251.690,4.176,3.500,0
10.032,1788740251.890,4.176,3.500,0
10.232,1788740252.090,4.176,3.500,0
10.432,1788740252.290,4.176,3.500,0
10.632,1788740252.490,4.176,3.500,0
10.832,1788740252.690,4.176,3.500,0
11.032,1788740252.890,4.176,3.500,0
11.232,1788740253.090,4.176,3.500,0
11.432,1788740253.290,4.176,3.500,0
11.632,1788740253.490,4.176,3.500,0
11.832,1788740253.690,4.176,3.551,1
12.032,1788740253.890,4.176,3.602,1
12.232,1788740254.090,4.176,3.653,1
12.432,1788740254.290,4.176,3.704,1
12.632,1788740254.490,4.176,3.755,1
12.832,1788740254.690,4.176,3.806,1
13.032,1788740254.890,4.176,3.857,1
13.232,1788740255.090,4.176,3.908,1
13.432,1788740255.290,4.176,3.959,1
13.632,1788740255.490,4.176,4.010,1
13.832,1788740255.690,4.176,4.061,1
14.032,1788740255.890,4.176,4.112,1
14.232,1788740256.090,4.176,4.163,1
14.432,1788740256.290,4.176,4.214,1
14.632,1788740256.490,4.176,4.265,1
14.832,1788740256.690,4.176,4.316,1
15.032,1788740256.890,4.176,4.367,1
15.232,1788740257.090,4.176,4.418,1
15.432,1788740257.290,4.176,4.469,1
15.632,1788740257.490,4.176,4.520,1
15.832,1788740257.690,4.176,4.571,1
16.032,1788740257.890,4.176,4.622,1
16.232,1788740258.090,4.176,4.673,1
16.432,1788740258.290,4.176,4.724,1
16.632,1788740258.490,4.176,4.775,1
16.832,1788740258.690,4.176,4.826,1
17.032,1788740258.890,4.176,4.877,1
17.232,1788740259.090,4.176,4.928,1
17.432,1788740259.290,4.176,4.979,1
17.632,1788740259.490,4.176,5.030,1
17.832,1788740259.690,4.176,5.081,1
18.032,1788740259.890,4.176,5.132,1
18.232,1788740260.090,4.176,5.183,1
18.432,1788740260.290,4.176,5.234,1
18.632,1788740260.490,4.176,5.285,1
18.832,1788740260.690,4.176,5.336,1
19.032,1788740260.890,4.176,5.387,1
19.232,1788740261.090,4.176,5.438,1
19.432,1788740261.291,4.176,5.489,1
19.632,1788740261.490,4.176,5.540,1
19.832,1788740261.690,4.176,5.591,1
20.032,1788740261.890,4.176,5.642,1
20.232,1788740262.090,4.176,5.693,1
20.432,1788740262.290,4.176,5.744,1
20.632,1788740262.490,4.176,5.795,1
20.832,1788740262.690,4.176,5.846,1
21.032,1788740262.890,4.176,5.897,1
21.232,1788740263.090,4.176,5.948,1
21.432,1788740263.290,4.176,5.999,1
21.632,1788740263.490,4.176,6.050,1
21.832,1788740263.690,4.176,6.101,1
22.032,1788740263.890,4.176,6.152,1
22.232,1788740264.090,4.176,6.203,1
22.432,1788740264.290,4.176,6.254,1
22.632,1788740264.490,4.176,6.305,1
22.832,1788740264.691,4.176,6.356,1
23.032,1788740264.890,4.176,6.407,1
23.232,1788740265.090,4.176,6.458,1
23.432,1788740265.290,4.176,6.509,0
23.632,1788740265.490,4.176,6.509,0
23.832,1788740265.690,4.176,6.509,0
24.032,1788740265.890,4.176,6.509,0
24.232,1788740266.090,4.176,6.509,0
24.432,1788740266.290,4.176,6.509,0
24.632,1788740266.490,4.176,6.509,0
24.832,1788740266.690,4.176,6.509,0
25.032,1788740266.890,4.176,6.509,0
25.232,1788740267.090,4.176,6.509,0
25.432,1788740267.290,4.176,6.509,0
25.632,1788740267.490,4.176,6.509,0
25.832,1788740267.690,4.176,6.509,0
26.032,1788740267.890,4.176,6.509,0
26.232,1788740268.090,4.176,6.509,0
26.432,1788740268.290,4.176,6.509,0
26.632,1788740268.490,4.176,6.509,0
26.832,1788740268.690,4.176,6.509,0
27.032,1788740268.890,4.176,6.509,0
27.232,1788740269.090,4.176,6.509,0
27.432,1788740269.290,4.176,6.509,0
27.632,1788740269.490,4.176,6.509,0
27.832,1788740269.690,4.176,6.509,0
28.032,1788740269.890,4.176,6.509,0
28.232,1788740270.090,4.176,6.509,0
28.432,1788740270.290,4.176,6.509,0
28.632,1788740270.490,4.176,6.509,0
28.832,1788740270.690,4.176,6.509,0
29.032,1788740270.890,4.176,6.509,0
29.232,1788740271.090,4.176,6.509,0
29.432,1788740271.290,4.176,6.509,0
29.632,1788740271.490,4.176,6.509,0
29.832,1788740271.690,4.176,6.509,0
30.032,1788740271.890,4.176,6.509,0
30.232,1788740272.090,4.176,6.509,0
30.432,1788740272.290,4.176,6.509,0
30.632,1788740272.490,4.176,6.509,0
30.832,1788740272.690,4.176,6.509,0
31.032,1788740272.890,4.176,6.509,0
31.232,1788740273.090,4.176,6.509,0
31.432,1788740273.290,4.176,6.509,0
31.632,1788740273.490,4.176,6.509,0
31.832,1788740273.690,4.176,6.509,0
32.032,1788740273.890,4.176,6.509,0
32.232,1788740274.090,4.176,6.509,0
32.432,1788740274.290,4.176,6.509,0
32.632,1788740274.490,4.176,6.509,0
32.832,1788740274.690,4.176,6.509,0
33.032,1788740274.890,4.176,6.509,0
33.232,1788740275.090,4.176,6.509,0
33.432,1788740275.290,4.176,6.509,0
33.632,1788740275.490,4.176,6.509,0
