vx,wabs,obstacle,align,follow,angle,fwd,twirl
0.0216801,0.250544,0,23.7388,14.5968,0.826746,0,0.150326
0.0170257,0.220122,0,23.7806,14.6752,0.0813756,0,0.132073
0.0280969,0.195199,0,23.5887,14.4973,0.565898,0,0.117119
0.0108595,0.213782,0,23.8697,14.798,0.296208,0,0.128269
0.018054,0.213314,0,23.8238,14.6825,0.372667,0,0.127988
0.0227356,0.202911,0,23.7342,14.5699,0.0927773,0,0.121747
0.0188907,0.17495,0,23.7687,14.6423,0.426924,0,0.10497
0.0183582,0.194527,0,23.7827,14.6522,0.353472,0,0.116716
0.0170324,0.239433,0,23.874,14.6746,0.00620699,0,0.14366
0.016448,0.179838,0,23.8145,14.6873,0.089541,0,0.107903
0.0307115,0.197904,0,23.4489,14.4236,0.248708,0,0.118742
0.0195312,0.193334,0,23.738,14.6306,0.16218,0,0.116001
0.0221797,0.198398,0,23.6955,14.6093,0.787792,0,0.119039
0.0179472,0.162975,0,23.842,14.6569,0.197013,0,0.0977848
0.0366017,0.201638,0,23.5575,14.3166,0.676422,0,0.120983
0.027404,0.210413,0,23.6758,14.4814,0.282364,0,0.126248
0.0135433,0.191761,0,23.902,14.7422,0.407351,0,0.115057
0.0175497,0.187912,0,23.8463,14.6664,0.206414,0,0.112747
0.0127412,0.211866,0,23.9563,14.7566,0.0674806,0,0.12712
0.0122876,0.183385,0,23.9123,14.7676,0.17316,0,0.110031
0.0198572,0.227502,0,23.7915,14.6211,0.325728,0,0.136501
0.0169988,0.1915,0,23.8647,14.6756,0.332758,0,0.1149
0.0251647,0.190277,0,23.7171,14.542,0.66285,0,0.114166
0.0271977,0.211074,0,23.6387,14.4812,0.0862517,0,0.126645
0.030528,0.17929,0,23.6579,14.4448,0.67285,0,0.107574
0.0226285,0.188597,0,23.6895,14.5947,0.680789,0,0.113158
0.015501,0.21529,0,23.827,14.7162,0.66492,0,0.129174
0.0267042,0.175798,0,23.7181,14.4954,0.389413,0,0.105479
