vx,wabs,obstacle,align,follow,angle,fwd,twirl
0.0126287,0.314596,0,23.8251,14.771,0.25061,0,0.188757
0.00151405,0.326851,0,24.0901,14.9797,1.30362,0,0.19611
0.104901,0.361431,0,23.1373,13.3323,0.191061,0,0.216858
0.00773966,0.364878,0,24.0547,14.9376,1.07182,0,0.218927
0.00450908,0.364337,0,23.9909,14.9289,1.15766,0,0.218602
0.00647167,0.301239,0,23.9792,14.8792,0.117484,0,0.180743
0.117959,0.320132,0,21.9514,12.8159,0.0551114,0,0.192079
0.132803,0.30964,0,21.8217,12.4592,0.326318,0,0.185784
0.00464841,0.300528,0,24.0397,14.9122,0.331661,0,0.180317
0.0179174,0.328326,0,23.8519,14.7053,0.513604,0,0.196996
0.00156978,0.330896,0,24.1165,14.9785,0.000816822,0,0.198537
0.0226563,0.285764,0,23.8624,14.6788,1.29688,0,0.171458
0.0492605,0.333268,0,23.5231,14.2101,1.16328,0,0.199961
0.112464,0.352359,0,22.7561,14.1021,1.33132,0,0.211415
0.0455807,0.319339,0,23.2307,14.1581,0.212695,0,0.191604
0.00318883,0.30968,0,24.0787,14.9443,0.912126,0,0.185808
0.0434306,0.247901,0,23.6779,14.1773,0.365377,0,0.148741
0.11477,0.318354,0,22.6812,13.7042,1.16847,0,0.191012
0.0474295,0.331448,0,23.1257,14.0979,0.153837,0,0.198869
0.00479208,0.349466,0,24.1023,14.9085,1.11259,0,0.209679
0.0722311,0.249324,0,23.0393,13.8627,1.00434,0,0.149594
0.0496268,0.322416,0,23.8045,14.1438,0.644841,0,0.19345
0.00078125,0.278243,0,24.0954,14.9866,0.975067,0,0.166946
0.00126652,0.324517,0,24.101,14.9838,0.764663,0,0.19471
0.074854,0.326222,0,22.9037,13.744,0.302987,0,0.195733
0.0202792,0.335535,0,24.0034,14.6736,0.316892,0,0.201321
0.132116,0.295826,0,22.5054,13.5132,1.19622,0,0.177496
0.119326,0.324294,0,22.1428,13.5217,1.13187,0,0.194576
0.0280245,0.339212,0,24.0588,14.6384,0.371531,0,0.203527
0.00234375,0.330969,0,24.0732,14.9563,0.104593,0,0.198581
0.0908519,0.333566,0,21.8294,13.4202,0.500031,0,0.20014
0.0062657,0.333119,0,23.9756,14.8823,0.477619,0,0.199872
0.0478817,0.36571,0,22.9272,14.2723,0.783924,0,0.219426
0.108203,0.351608,0,22.7326,13.2467,0.11648,0,0.210965
0.0463922,0.332619,0,23.6827,14.3955,0.239684,0,0.199571
