world,seed,controller,success,collision,ttg,goal_err,path_len,min_clear,rms_dv,vmax,note
open,13,comppi_noanneal,True,False,21.06,0.247,7.36,1.1,0.0082,0.396,RESULT: SUCCESS (status=4)
open,14,comppi,True,False,20.86,0.25,7.35,1.1,0.0082,0.397,RESULT: SUCCESS (status=4)
open,14,dwb,True,False,21.86,0.247,7.35,1.1,0.0255,0.4,RESULT: SUCCESS (status=4)
open,14,mppi,True,False,19.16,0.246,7.35,1.1,0.015,0.403,RESULT: SUCCESS (status=4)
open,14,comppi_iid,False,False,9.96,7.3,0.3,1.1,0.0028,0.034,RESULT: FAILURE (status=6)
open,14,comppi_nodetour,True,False,20.76,0.247,7.35,1.1,0.0088,0.395,RESULT: SUCCESS (status=4)
open,14,comppi_noanneal,True,False,20.86,0.245,7.36,1.1,0.0089,0.396,RESULT: SUCCESS (status=4)
open,15,comppi,True,False,21.16,0.246,7.36,1.1,0.0082,0.395,RESULT: SUCCESS (status=4)
open,15,dwb,True,False,21.88,0.244,7.36,1.1,0.0255,0.4,RESULT: SUCCESS (status=4)
open,15,mppi,True,False,19.18,0.241,7.36,1.1,0.015,0.403,RESULT: SUCCESS (status=4)
open,15,comppi_iid,False,False,9.96,7.302,0.3,1.1,0.0025,0.036,RESULT: FAILURE (status=6)
open,15,comppi_nodetour,True,False,20.86,0.249,7.35,1.1,0.0094,0.396,RESULT: SUCCESS (status=4)
open,15,comppi_noanneal,True,False,20.66,0.24,7.36,1.1,0.0107,0.396,RESULT: SUCCESS (status=4)
open,16,comppi,True,False,21.06,0.247,7.36,1.1,0.008,0.396,RESULT: SUCCESS (status=4)
open,16,dwb,True,False,21.86,0.247,7.35,1.1,0.0255,0.4,RESULT: SUCCESS (status=4)
open,16,mppi,True,False,19.16,0.246,7.35,1.1,0.015,0.403,RESULT: SUCCESS (status=4)
open,16,comppi_iid,False,False,9.96,7.304,0.3,1.1,0.0026,0.035,RESULT: FAILURE (status=6)
open,16,comppi_nodetour,True,False,20.76,0.246,7.36,1.1,0.0091,0.395,RESULT: SUCCESS (status=4)
open,16,comppi_noanneal,True,False,20.66,0.25,7.35,1.1,0.0095,0.395,RESULT: SUCCESS (status=4)
open,17,comppi,True,False,20.76,0.243,7.36,1.1,0.0089,0.395,RESULT: SUCCESS (status=4)
open,17,dwb,True,False,21.88,0.244,7.36,1.1,0.0256,0.4,RESULT: SUCCESS (status=4)
open,17,mppi,True,False,19.18,0.241,7.36,1.1,0.015,0.403,RESULT: SUCCESS (status=4)
open,17,comppi_iid,False,False,9.96,7.304,0.3,1.1,0.0028,0.033,RESULT: FAILURE (status=6)
open,17,comppi_nodetour,True,False,20.96,0.247,7.36,1.1,0.0084,0.397,RESULT: SUCCESS (status=4)
open,17,comppi_noanneal,True,False,21.16,0.25,7.35,1.1,0.0082,0.396,RESULT: SUCCESS (status=4)
open,18,comppi,True,False,21.56,0.247,7.36,1.1,0.0073,0.397,RESULT: SUCCESS (status=4)
open,18,dwb,True,False,21.88,0.244,7.36,1.1,0.0255,0.4,RESULT: SUCCESS (status=4)
open,18,mppi,True,False,19.16,0.246,7.35,1.1,0.015,0.403,RESULT: SUCCESS (status=4)
open,18,comppi_iid,False,False,9.96,7.3,0.3,1.1,0.0028,0.034,RESULT: FAILURE (status=6)
open,18,comppi_nodetour,True,False,20.86,0.247,7.36,1.1,0.0082,0.394,RESULT: SUCCESS (status=4)
open,18,comppi_noanneal,True,False,21.06,0.246,7.36,1.1,0.0078,0.396,RESULT: SUCCESS (status=4)
open,19,comppi,True,False,21.16,0.244,7.36,1.1,0.0082,0.396,RESULT: SUCCESS (status=4)
open,19,dwb,True,False,21.86,0.247,7.35,1.1,0.0255,0.4,RESULT: SUCCESS (status=4)
open,19,mppi,True,False,19.16,0.246,7.35,1.1,0.015,0.403,RESULT: SUCCESS (status=4)
open,19,comppi_iid,False,False,9.96,7.307,0.29,1.1,0.0028,0.035,RESULT: FAILURE (status=6)
open,19,comppi_nodetour,True,False,20.96,0.243,7.36,1.1,0.0083,0.395,RESULT: SUCCESS (status=4)
open,19,comppi_noanneal,True,False,20.66,0.246,7.36,1.1,0.01,0.396,RESULT: SUCCESS (status=4)
open,20,comppi,True,False,20.96,0.249,7.35,1.1,0.0086,0.395,RESULT: SUCCESS (status=4)
open,20,dwb,True,False,21.86,0.247,7.35,1.1,0.0255,0.4,RESULT: SUCCESS (status=4)
open,20,mppi,True,False,19.16,0.246,7.35,1.1,0.015,0.403,RESULT: SUCCESS (status=4)
open,20,comppi_iid,False,False,9.96,7.302,0.3,1.1,0.0027,0.034,RESULT: FAILURE (status=6)
open,20,comppi_nodetour,True,False,20.76,0.245,7.36,1.1,0.0084,0.397,RESULT: SUCCESS (status=4)
open,20,comppi_noanneal,True,False,20.86,0.243,7.36,1.1,0.0085,0.395,RESULT: SUCCESS (status=4)
open,21,comppi,True,False,20.86,0.244,7.36,1.1,0.0098,0.396,RESULT: SUCCESS (status=4)
open,21,dwb,True,False,21.86,0.247,7.35,1.1,0.0255,0.4,RESULT: SUCCESS (status=4)
open,21,mppi,True,False,19.16,0.246,7.35,1.1,0.015,0.403,RESULT: SUCCESS (status=4)
open,21,comppi_iid,False,False,9.96,7.305,0.29,1.1,0.0026,0.034,RESULT: FAILURE (status=6)
open,21,comppi_nodetour,True,False,20.66,0.249,7.35,1.1,0.0096,0.397,RESULT: SUCCESS (status=4)
