world,seed,controller,success,collision,ttg,goal_err,path_len,min_clear,min_dyn_clear,min_dyn_clear_any,rms_dv,vmax,note
open,13,comppi_iid_symacc,True,False,21.66,0.246,7.36,1.1,,,0.0134,0.384,RESULT: SUCCESS (status=4)
open,13,comppi_iid_l010,True,False,25.96,0.234,7.39,1.1,,,0.0251,0.4,RESULT: SUCCESS (status=4)
open,13,comppi_iid_l003,True,False,24.36,0.248,7.37,1.1,,,0.0331,0.4,RESULT: SUCCESS (status=4)
open,14,comppi_iid_nolimit,True,False,27.38,0.239,7.36,1.1,,,0.0168,0.315,RESULT: SUCCESS (status=4)
open,14,comppi_iid_amax1,True,False,23.56,0.243,7.36,1.1,,,0.0101,0.356,RESULT: SUCCESS (status=4)
open,14,comppi_iid_symacc,True,False,21.86,0.24,7.36,1.1,,,0.0133,0.384,RESULT: SUCCESS (status=4)
open,14,comppi_iid_l010,True,False,25.26,0.239,7.4,1.1,,,0.0258,0.4,RESULT: SUCCESS (status=4)
open,14,comppi_iid_l003,True,False,26.26,0.248,7.38,1.1,,,0.0316,0.4,RESULT: SUCCESS (status=4)
gap,0,comppi_iid_nolimit,True,False,27.26,0.243,7.36,0.292,,,0.0176,0.316,RESULT: SUCCESS (status=4)
gap,0,comppi_iid_amax1,True,False,23.76,0.242,7.36,0.3,,,0.0101,0.353,RESULT: SUCCESS (status=4)
gap,0,comppi_iid_symacc,True,False,21.86,0.237,7.36,0.3,,,0.0128,0.385,RESULT: SUCCESS (status=4)
gap,0,comppi_iid_l010,True,False,25.86,0.234,7.4,0.3,,,0.0243,0.4,RESULT: SUCCESS (status=4)
gap,0,comppi_iid_l003,True,False,26.08,0.233,7.41,0.304,,,0.0306,0.4,RESULT: SUCCESS (status=4)
gap,1,comppi_iid_nolimit,True,False,27.76,0.248,7.54,0.25,,,0.0182,0.325,RESULT: SUCCESS (status=4)
gap,1,comppi_iid_amax1,True,False,23.96,0.249,7.55,0.25,,,0.0098,0.356,RESULT: SUCCESS (status=4)
gap,1,comppi_iid_symacc,True,False,22.46,0.24,7.55,0.25,,,0.012,0.385,RESULT: SUCCESS (status=4)
gap,1,comppi_iid_l010,True,False,25.46,0.25,7.56,0.25,,,0.0262,0.4,RESULT: SUCCESS (status=4)
gap,1,comppi_iid_l003,True,False,25.06,0.231,7.61,0.292,,,0.0321,0.4,RESULT: SUCCESS (status=4)
gap,2,comppi_iid_nolimit,True,False,29.26,0.247,7.95,0.255,,,0.0158,0.323,RESULT: SUCCESS (status=4)
gap,2,comppi_iid_amax1,True,False,25.16,0.247,7.95,0.25,,,0.0095,0.355,RESULT: SUCCESS (status=4)
gap,2,comppi_iid_symacc,True,False,23.46,0.235,7.97,0.255,,,0.0118,0.385,RESULT: SUCCESS (status=4)
gap,2,comppi_iid_l010,True,False,27.56,0.241,8.01,0.255,,,0.0258,0.4,RESULT: SUCCESS (status=4)
gap,2,comppi_iid_l003,True,False,31.06,0.243,8.0,0.25,,,0.0306,0.4,RESULT: SUCCESS (status=4)
gap,3,comppi_iid_nolimit,True,False,27.88,0.246,7.54,0.25,,,0.0164,0.326,RESULT: SUCCESS (status=4)
gap,3,comppi_iid_amax1,True,False,24.36,0.247,7.55,0.25,,,0.0099,0.35,RESULT: SUCCESS (status=4)
gap,3,comppi_iid_symacc,True,False,22.36,0.234,7.57,0.255,,,0.013,0.384,RESULT: SUCCESS (status=4)
gap,3,comppi_iid_l010,True,False,24.36,0.233,7.58,0.25,,,0.0259,0.4,RESULT: SUCCESS (status=4)
gap,3,comppi_iid_l003,True,False,28.26,0.238,7.6,0.25,,,0.0304,0.4,RESULT: SUCCESS (status=4)
gap,4,comppi_iid_nolimit,True,False,27.68,0.242,7.47,0.25,,,0.0162,0.321,RESULT: SUCCESS (status=4)
gap,4,comppi_iid_amax1,True,False,23.86,0.243,7.47,0.25,,,0.0104,0.353,RESULT: SUCCESS (status=4)
