world,seed,controller,success,collision,ttg,goal_err,path_len,min_clear,min_dyn_clear,min_dyn_clear_any,rms_dv,vmax,note
crossing,0,mppi,False,True,9.86,3.76,3.84,1.1,-0.06,-0.06,0.0332,0.421,RESULT: FAILURE (status=6) dyn_collision
crossing,0,mppi_tuned,False,True,10.16,3.665,3.94,1.1,-0.079,-0.117,0.0347,0.433,RESULT: FAILURE (status=6) dyn_collision
crossing,1,mppi,False,False,11.06,3.287,4.32,1.1,-0.016,-0.016,0.03,0.403,RESULT: FAILURE (status=6)
crossing,1,mppi_tuned,False,False,11.26,3.266,4.36,1.1,-0.014,-0.05,0.0315,0.409,RESULT: FAILURE (status=6)
crossing,2,mppi,False,False,9.16,4.048,3.55,1.1,-0.003,-0.037,0.0337,0.406,RESULT: FAILURE (status=6)
crossing,2,mppi_tuned,False,False,9.36,4.02,3.59,1.1,-0.017,-0.057,0.0354,0.419,RESULT: FAILURE (status=6)
crossing,3,mppi,False,True,9.48,3.914,3.69,1.1,-0.064,-0.064,0.0328,0.409,RESULT: FAILURE (status=6) dyn_collision
crossing,3,mppi_tuned,False,True,9.78,3.803,3.8,1.1,-0.073,-0.073,0.0324,0.421,RESULT: FAILURE (status=6) dyn_collision
crossing,4,mppi,False,False,10.26,3.631,3.97,1.1,0.069,0.069,0.0299,0.403,RESULT: FAILURE (status=6)
crossing,4,mppi_tuned,False,False,10.56,3.514,4.1,1.1,-0.009,-0.045,0.032,0.414,RESULT: FAILURE (status=6)
crossing,5,mppi,False,False,6.26,5.226,2.38,1.1,0.047,0.047,0.0346,0.403,RESULT: FAILURE (status=6)
crossing,5,mppi_tuned,False,False,6.56,5.169,2.46,1.1,0.011,-0.013,0.0341,0.401,RESULT: FAILURE (status=6)
crossing,6,mppi,False,False,8.88,4.236,3.38,1.1,0.006,0.006,0.0322,0.403,RESULT: FAILURE (status=6)
crossing,6,mppi_tuned,False,False,8.96,4.23,3.39,1.1,0.0,0.0,0.0363,0.409,RESULT: FAILURE (status=6)
crossing,7,mppi,False,False,10.36,3.578,4.02,1.1,0.013,-0.024,0.0292,0.403,RESULT: FAILURE (status=6)
crossing,7,mppi_tuned,False,True,10.56,3.54,4.07,1.1,-0.026,-0.066,0.0354,0.407,RESULT: FAILURE (status=6) dyn_collision
crossing,8,mppi,False,True,7.56,4.677,2.92,1.1,-0.078,-0.122,0.0336,0.403,RESULT: FAILURE (status=6) dyn_collision
crossing,8,mppi_tuned,False,True,7.56,4.699,2.9,1.1,-0.052,-0.097,0.0291,0.402,RESULT: FAILURE (status=6) dyn_collision
crossing,9,mppi,False,False,7.98,4.541,3.06,1.1,0.054,0.043,0.0302,0.403,RESULT: FAILURE (status=6)
crossing,9,mppi_tuned,False,False,8.16,4.512,3.11,1.1,0.029,0.013,0.0338,0.406,RESULT: FAILURE (status=6)
crossing,10,mppi,False,True,7.96,4.516,3.08,1.1,-0.038,-0.104,0.0342,0.403,RESULT: FAILURE (status=6) dyn_collision
crossing,10,mppi_tuned,False,False,7.98,4.53,3.07,1.1,-0.013,-0.077,0.0346,0.406,RESULT: FAILURE (status=6)
crossing,11,mppi,False,True,8.76,4.2,3.4,1.1,-0.059,-0.122,0.0324,0.403,RESULT: FAILURE (status=6) dyn_collision
crossing,11,mppi_tuned,False,True,8.96,4.136,3.47,1.1,-0.079,-0.128,0.0356,0.431,RESULT: FAILURE (status=6) dyn_collision
crossing,12,mppi,False,False,8.36,4.427,3.19,1.1,0.015,0.009,0.0343,0.403,RESULT: FAILURE (status=6)
crossing,12,mppi_tuned,False,False,8.78,4.355,3.32,1.1,-0.023,-0.054,0.0335,0.427,RESULT: FAILURE (status=6)
crossing,13,mppi,False,False,7.06,4.9,2.7,1.1,0.009,-0.016,0.0355,0.406,RESULT: FAILURE (status=6)
crossing,13,mppi_tuned,False,False,7.26,4.869,2.75,1.1,-0.0,-0.0,0.035,0.429,RESULT: FAILURE (status=6)
crossing,14,mppi,False,False,10.26,3.633,3.98,1.1,0.031,0.031,0.0314,0.403,RESULT: FAILURE (status=6)
crossing,14,mppi_tuned,False,False,10.76,3.586,4.12,1.1,-0.004,-0.025,0.0318,0.408,RESULT: FAILURE (status=6)
