world,seed,controller,success,collision,ttg,goal_err,path_len,min_clear,min_dyn_clear,min_dyn_clear_any,rms_dv,vmax,note
open,12,comppi_iid_l030,False,False,9.96,7.289,0.31,1.1,,,0.0028,0.037,RESULT: FAILURE (status=6)
open,12,comppi_iid,False,False,9.96,7.307,0.29,1.1,,,0.0025,0.033,RESULT: FAILURE (status=6)
open,12,comppi_iid_l010,True,False,23.26,0.241,7.39,1.1,,,0.0264,0.4,RESULT: SUCCESS (status=4)
open,13,comppi_iid_l015,True,False,26.06,0.239,7.38,1.1,,,0.0226,0.396,RESULT: SUCCESS (status=4)
open,13,comppi_iid_l020,False,False,9.96,7.217,0.38,1.1,,,0.0042,0.052,RESULT: FAILURE (status=6)
open,13,comppi_iid_l025,False,False,9.96,7.266,0.33,1.1,,,0.0033,0.039,RESULT: FAILURE (status=6)
open,13,comppi_iid_l030,False,False,9.96,7.294,0.31,1.1,,,0.0028,0.037,RESULT: FAILURE (status=6)
open,13,comppi_iid,False,False,9.96,7.297,0.3,1.1,,,0.0026,0.034,RESULT: FAILURE (status=6)
open,13,comppi_iid_l010,True,False,26.46,0.224,7.4,1.1,,,0.0268,0.4,RESULT: SUCCESS (status=4)
open,14,comppi_iid_l015,True,False,26.36,0.249,7.38,1.1,,,0.0227,0.398,RESULT: SUCCESS (status=4)
open,14,comppi_iid_l020,False,False,9.96,7.2,0.4,1.1,,,0.004,0.059,RESULT: FAILURE (status=6)
open,14,comppi_iid_l025,False,False,9.96,7.258,0.34,1.1,,,0.0033,0.041,RESULT: FAILURE (status=6)
open,14,comppi_iid_l030,False,False,9.96,7.292,0.31,1.1,,,0.0028,0.035,RESULT: FAILURE (status=6)
open,14,comppi_iid,False,False,9.96,7.299,0.3,1.1,,,0.0026,0.034,RESULT: FAILURE (status=6)
open,14,comppi_iid_l010,True,False,26.86,0.243,7.38,1.1,,,0.0267,0.4,RESULT: SUCCESS (status=4)
