t,x,y,yaw,v,w
19.863,5.3179,5.0071,0.0265,0.3902,-0.0062
19.882,5.3257,5.0073,0.0264,0.3902,-0.0062
19.902,5.3335,5.0075,0.0262,0.3902,-0.0062
19.922,5.3413,5.0077,0.0261,0.3902,-0.0062
19.942,5.3490,5.0079,0.0265,0.3847,0.0211
19.963,5.3566,5.0081,0.0270,0.3847,0.0211
19.982,5.3643,5.0083,0.0274,0.3847,0.0211
20.002,5.3720,5.0085,0.0278,0.3847,0.0211
20.023,5.3797,5.0087,0.0282,0.3847,0.0211
20.042,5.3875,5.0090,0.0281,0.3909,-0.0075
20.062,5.3954,5.0092,0.0279,0.3909,-0.0075
20.083,5.4032,5.0094,0.0278,0.3909,-0.0075
20.103,5.4110,5.0096,0.0276,0.3909,-0.0075
20.122,5.4188,5.0098,0.0275,0.3909,-0.0075
20.142,5.4266,5.0100,0.0270,0.3902,-0.0216
20.163,5.4344,5.0103,0.0266,0.3902,-0.0216
20.183,5.4422,5.0105,0.0262,0.3902,-0.0216
20.202,5.4500,5.0107,0.0258,0.3902,-0.0216
20.222,5.4578,5.0109,0.0253,0.3902,-0.0216
20.242,5.4656,5.0110,0.0247,0.3902,-0.0304
20.263,5.4734,5.0112,0.0241,0.3902,-0.0304
20.282,5.4812,5.0114,0.0235,0.3902,-0.0304
20.302,5.4890,5.0116,0.0229,0.3902,-0.0304
20.322,5.4968,5.0118,0.0223,0.3902,-0.0304
20.342,5.5045,5.0119,0.0210,0.3849,-0.0632
20.362,5.5122,5.0121,0.0198,0.3849,-0.0632
20.382,5.5199,5.0122,0.0185,0.3849,-0.0632
20.403,5.5276,5.0124,0.0172,0.3849,-0.0632
20.422,5.5353,5.0125,0.0160,0.3849,-0.0632
20.442,5.5432,5.0126,0.0159,0.3932,-0.0049
20.462,5.5510,5.0127,0.0158,0.3932,-0.0049
20.482,5.5589,5.0129,0.0157,0.3932,-0.0049
20.502,5.5668,5.0130,0.0156,0.3932,-0.0049
20.522,5.5746,5.0131,0.0155,0.3932,-0.0049
20.543,5.5824,5.0132,0.0148,0.3869,-0.0351
20.563,5.5901,5.0133,0.0141,0.3869,-0.0351
20.582,5.5978,5.0134,0.0134,0.3869,-0.0351
20.602,5.6056,5.0135,0.0127,0.3869,-0.0351
20.622,5.6133,5.0136,0.0120,0.3869,-0.0351
20.643,5.6211,5.0137,0.0114,0.3878,-0.0269
20.663,5.6288,5.0138,0.0109,0.3878,-0.0269
20.682,5.6366,5.0139,0.0103,0.3878,-0.0269
20.702,5.6443,5.0139,0.0098,0.3878,-0.0269
20.722,5.6521,5.0140,0.0093,0.3878,-0.0269
20.742,5.6598,5.0141,0.0081,0.3872,-0.0597
20.762,5.6676,5.0141,0.0069,0.3872,-0.0597
20.782,5.6753,5.0142,0.0057,0.3872,-0.0597
20.802,5.6831,5.0142,0.0045,0.3872,-0.0597
20.822,5.6908,5.0142,0.0033,0.3872,-0.0597
20.842,5.6985,5.0143,0.0018,0.3866,-0.0768
20.863,5.7063,5.0143,0.0002,0.3866,-0.0768
20.883,5.7140,5.0142,-0.0013,0.3866,-0.0768
20.903,5.7217,5.0142,-0.0028,0.3866,-0.0768
20.922,5.7295,5.0142,-0.0044,0.3866,-0.0768
20.942,5.7372,5.0141,-0.0064,0.3875,-0.1004
20.962,5.7450,5.0141,-0.0084,0.3875,-0.1004
20.982,5.7527,5.0140,-0.0104,0.3875,-0.1004
21.002,5.7605,5.0139,-0.0124,0.3875,-0.1004
21.022,5.7682,5.0138,-0.0144,0.3875,-0.1004
21.043,5.7759,5.0137,-0.0165,0.3869,-0.1040
21.063,5.7837,5.0135,-0.0186,0.3869,-0.1040
21.083,5.7914,5.0134,-0.0207,0.3869,-0.1040
21.102,5.7992,5.0132,-0.0227,0.3869,-0.1040
21.122,5.8069,5.0130,-0.0248,0.3869,-0.1040
21.142,5.8146,5.0128,-0.0268,0.3874,-0.1012
21.163,5.8224,5.0126,-0.0289,0.3874,-0.1012
21.182,5.8301,5.0123,-0.0309,0.3874,-0.1012
21.202,5.8379,5.0121,-0.0329,0.3874,-0.1012
21.222,5.8456,5.0118,-0.0349,0.3874,-0.1012
21.242,5.8534,5.0115,-0.0361,0.3886,-0.0570
21.262,5.8611,5.0112,-0.0372,0.3886,-0.0570
21.282,5.8689,5.0109,-0.0384,0.3886,-0.0570
21.303,5.8767,5.0106,-0.0395,0.3886,-0.0570
21.322,5.8844,5.0103,-0.0406,0.3886,-0.0570
21.343,5.8921,5.0100,-0.0409,0.3855,-0.0146
21.363,5.8998,5.0097,-0.0412,0.3855,-0.0146
21.382,5.9075,5.0093,-0.0415,0.3855,-0.0146
21.402,5.9152,5.0090,-0.0418,0.3855,-0.0146
21.422,5.9230,5.0087,-0.0421,0.3855,-0.0146
21.442,5.9305,5.0084,-0.0418,0.3800,0.0129
21.462,5.9381,5.0081,-0.0416,0.3800,0.0129
21.483,5.9457,5.0077,-0.0413,0.3800,0.0129
21.502,5.9533,5.0074,-0.0411,0.3800,0.0129
21.522,5.9609,5.0071,-0.0408,0.3800,0.0129
21.542,5.9686,5.0068,-0.0402,0.3857,0.0318
21.562,5.9763,5.0065,-0.0395,0.3857,0.0318
21.582,5.9840,5.0062,-0.0389,0.3857,0.0318
21.602,5.9917,5.0059,-0.0383,0.3857,0.0318
21.622,5.9995,5.0056,-0.0376,0.3857,0.0318
21.643,6.0072,5.0053,-0.0373,0.3874,0.0170
21.663,6.0149,5.0051,-0.0370,0.3874,0.0170
21.682,6.0227,5.0048,-0.0366,0.3874,0.0170
21.702,6.0304,5.0045,-0.0363,0.3874,0.0170
21.722,6.0382,5.0042,-0.0359,0.3874,0.0170
21.743,6.0459,5.0039,-0.0352,0.3850,0.0383
21.763,6.0536,5.0037,-0.0344,0.3850,0.0383
21.783,6.0613,5.0034,-0.0336,0.3850,0.0383
21.803,6.0689,5.0032,-0.0329,0.3850,0.0383
21.822,6.0766,5.0029,-0.0321,0.3850,0.0383
21.842,6.0844,5.0027,-0.0306,0.3901,0.0776
21.863,6.0922,5.0024,-0.0290,0.3901,0.0776
21.883,6.1000,5.0022,-0.0275,0.3901,0.0776
21.903,6.1078,5.0020,-0.0259,0.3901,0.0776
21.922,6.1156,5.0018,-0.0244,0.3901,0.0776
21.942,6.1234,5.0017,-0.0227,0.3865,0.0848
21.962,6.1311,5.0015,-0.0210,0.3865,0.0848
21.982,6.1388,5.0014,-0.0193,0.3865,0.0848
22.002,6.1465,5.0012,-0.0176,0.3865,0.0848
22.023,6.1543,5.0011,-0.0159,0.3865,0.0848
22.042,6.1620,5.0010,-0.0137,0.3887,0.1062
22.062,6.1698,5.0009,-0.0116,0.3887,0.1062
22.082,6.1776,5.0008,-0.0095,0.3887,0.1062
22.102,6.1854,5.0008,-0.0074,0.3887,0.1062
22.122,6.1931,5.0007,-0.0052,0.3887,0.1062
22.142,6.2009,5.0007,-0.0039,0.3867,0.0671
22.162,6.2086,5.0007,-0.0026,0.3867,0.0671
22.182,6.2163,5.0007,-0.0012,0.3867,0.0671
22.202,6.2241,5.0007,0.0001,0.3867,0.0671
22.222,6.2318,5.0007,0.0015,0.3867,0.0671
22.243,6.2395,5.0007,0.0026,0.3838,0.0549
22.263,6.2472,5.0007,0.0037,0.3838,0.0549
22.282,6.2548,5.0008,0.0048,0.3838,0.0549
22.302,6.2625,5.0008,0.0059,0.3838,0.0549
22.322,6.2702,5.0009,0.0070,0.3838,0.0549
22.342,6.2780,5.0009,0.0077,0.3904,0.0375
22.362,6.2858,5.0010,0.0085,0.3904,0.0375
22.382,6.2936,5.0011,0.0092,0.3904,0.0375
22.402,6.3014,5.0011,0.0100,0.3904,0.0375
22.422,6.3092,5.0012,0.0107,0.3904,0.0375
22.442,6.3171,5.0013,0.0107,0.3921,-0.0003
22.462,6.3249,5.0014,0.0107,0.3921,-0.0003
22.482,6.3328,5.0015,0.0107,0.3921,-0.0003
22.503,6.3406,5.0016,0.0107,0.3921,-0.0003
22.522,6.3484,5.0016,0.0107,0.3921,-0.0003
22.542,6.3562,5.0017,0.0099,0.3904,-0.0377
22.563,6.3640,5.0018,0.0092,0.3904,-0.0377
22.582,6.3719,5.0019,0.0084,0.3904,-0.0377
22.603,6.3797,5.0019,0.0077,0.3904,-0.0377
22.622,6.3875,5.0020,0.0069,0.3904,-0.0377
22.642,6.3953,5.0020,0.0063,0.3891,-0.0326
22.662,6.4030,5.0021,0.0056,0.3891,-0.0326
22.683,6.4108,5.0021,0.0050,0.3891,-0.0326
22.702,6.4186,5.0021,0.0043,0.3891,-0.0326
22.722,6.4264,5.0022,0.0037,0.3891,-0.0326
22.742,6.4341,5.0022,0.0027,0.3868,-0.0501
22.763,6.4419,5.0022,0.0017,0.3868,-0.0501
22.782,6.4496,5.0022,0.0007,0.3868,-0.0501
22.802,6.4573,5.0022,-0.0004,0.3868,-0.0501
22.822,6.4651,5.0022,-0.0014,0.3868,-0.0501
22.842,6.4728,5.0022,-0.0024,0.3867,-0.0526
22.862,6.4805,5.0021,-0.0035,0.3867,-0.0526
22.882,6.4883,5.0021,-0.0045,0.3867,-0.0526
22.902,6.4960,5.0021,-0.0056,0.3867,-0.0526
22.922,6.5037,5.0020,-0.0066,0.3867,-0.0526
22.943,6.5115,5.0020,-0.0079,0.3885,-0.0646
22.963,6.5193,5.0019,-0.0092,0.3885,-0.0646
22.982,6.5270,5.0018,-0.0105,0.3885,-0.0646
23.002,6.5348,5.0017,-0.0118,0.3885,-0.0646
23.022,6.5426,5.0016,-0.0131,0.3885,-0.0646
23.042,6.5503,5.0015,-0.0139,0.3859,-0.0408
23.062,6.5580,5.0014,-0.0147,0.3859,-0.0408
23.082,6.5657,5.0013,-0.0155,0.3859,-0.0408
23.102,6.5734,5.0011,-0.0163,0.3859,-0.0408
23.122,6.5812,5.0010,-0.0172,0.3859,-0.0408
23.142,6.5887,5.0009,-0.0176,0.3797,-0.0235
23.162,6.5963,5.0007,-0.0181,0.3797,-0.0235
23.182,6.6039,5.0006,-0.0186,0.3797,-0.0235
23.203,6.6115,5.0005,-0.0190,0.3797,-0.0235
23.222,6.6191,5.0003,-0.0195,0.3797,-0.0235
23.243,6.6269,5.0001,-0.0199,0.3916,-0.0179
23.262,6.6348,5.0000,-0.0202,0.3916,-0.0179
23.283,6.6426,4.9998,-0.0206,0.3916,-0.0179
23.303,6.6504,4.9997,-0.0209,0.3916,-0.0179
23.322,6.6583,4.9995,-0.0213,0.3916,-0.0179
23.342,6.6660,4.9993,-0.0209,0.3892,0.0209
23.363,6.6738,4.9992,-0.0205,0.3892,0.0209
23.382,6.6816,4.9990,-0.0200,0.3892,0.0209
23.403,6.6894,4.9989,-0.0196,0.3892,0.0209
23.422,6.6972,4.9987,-0.0192,0.3892,0.0209
23.442,6.7050,4.9986,-0.0183,0.3922,0.0446
23.462,6.7129,4.9984,-0.0174,0.3922,0.0446
23.482,6.7207,4.9983,-0.0165,0.3922,0.0446
23.502,6.7285,4.9982,-0.0156,0.3922,0.0446
23.522,6.7364,4.9981,-0.0148,0.3922,0.0446
23.542,6.7441,4.9980,-0.0140,0.3881,0.0385
23.563,6.7519,4.9979,-0.0132,0.3881,0.0385
23.582,6.7597,4.9978,-0.0124,0.3881,0.0385
23.603,6.7674,4.9977,-0.0117,0.3881,0.0385
23.622,6.7752,4.9976,-0.0109,0.3881,0.0385
23.643,6.7830,4.9975,-0.0098,0.3915,0.0552
23.663,6.7909,4.9974,-0.0087,0.3915,0.0552
23.682,6.7987,4.9974,-0.0076,0.3915,0.0552
23.703,6.8065,4.9973,-0.0065,0.3915,0.0552
23.722,6.8143,4.9973,-0.0054,0.3915,0.0552
23.743,6.8221,4.9973,-0.0049,0.3871,0.0261
23.763,6.8298,4.9972,-0.0043,0.3871,0.0261
23.782,6.8376,4.9972,-0.0038,0.3871,0.0261
23.802,6.8453,4.9972,-0.0033,0.3871,0.0261
23.822,6.8530,4.9971,-0.0028,0.3871,0.0261
23.842,6.8609,4.9971,-0.0025,0.3921,0.0150
23.863,6.8687,4.9971,-0.0022,0.3921,0.0150
23.882,6.8766,4.9971,-0.0019,0.3921,0.0150
23.902,6.8844,4.9971,-0.0016,0.3921,0.0150
23.922,6.8923,4.9971,-0.0013,0.3921,0.0150
23.942,6.9001,4.9971,-0.0023,0.3913,-0.0501
23.962,6.9079,4.9970,-0.0033,0.3913,-0.0501
23.982,6.9157,4.9970,-0.0043,0.3913,-0.0501
24.002,6.9236,4.9970,-0.0053,0.3913,-0.0501
24.022,6.9314,4.9969,-0.0063,0.3913,-0.0501
24.042,6.9392,4.9968,-0.0080,0.3903,-0.0849
24.063,6.9470,4.9968,-0.0097,0.3903,-0.0849
24.083,6.9548,4.9967,-0.0114,0.3903,-0.0849
24.102,6.9626,4.9966,-0.0131,0.3903,-0.0849
24.122,6.9704,4.9965,-0.0148,0.3903,-0.0849
24.143,6.9781,4.9963,-0.0168,0.3860,-0.1021
24.162,6.9859,4.9962,-0.0189,0.3860,-0.1021
24.182,6.9936,4.9960,-0.0209,0.3860,-0.1021
24.202,7.0013,4.9958,-0.0229,0.3860,-0.1021
24.222,7.0090,4.9957,-0.0250,0.3860,-0.1021
24.243,7.0167,4.9954,-0.0277,0.3840,-0.1364
24.263,7.0244,4.9952,-0.0304,0.3840,-0.1364
24.282,7.0320,4.9950,-0.0332,0.3840,-0.1364
24.302,7.0397,4.9947,-0.0359,0.3840,-0.1364
24.322,7.0474,4.9944,-0.0386,0.3840,-0.1364
24.343,7.0552,4.9941,-0.0414,0.3897,-0.1397
24.363,7.0630,4.9937,-0.0442,0.3897,-0.1397
24.382,7.0708,4.9933,-0.0470,0.3897,-0.1397
24.402,7.0785,4.9930,-0.0498,0.3897,-0.1397
24.422,7.0863,4.9925,-0.0526,0.3897,-0.1397
24.442,7.0941,4.9921,-0.0557,0.3889,-0.1582
24.462,7.1019,4.9917,-0.0589,0.3889,-0.1582
24.482,7.1096,4.9912,-0.0621,0.3889,-0.1582
24.502,7.1174,4.9907,-0.0652,0.3889,-0.1582
24.522,7.1251,4.9901,-0.0684,0.3889,-0.1582
24.542,7.1328,4.9896,-0.0705,0.3818,-0.1075
24.562,7.1404,4.9890,-0.0727,0.3818,-0.1075
24.582,7.1480,4.9885,-0.0748,0.3818,-0.1075
24.602,7.1556,4.9879,-0.0770,0.3818,-0.1075
24.622,7.1632,4.9873,-0.0791,0.3818,-0.1075
24.642,7.1709,4.9867,-0.0805,0.3867,-0.0691
24.662,7.1786,4.9860,-0.0819,0.3867,-0.0691
24.682,7.1863,4.9854,-0.0833,0.3867,-0.0691
24.702,7.1940,4.9847,-0.0847,0.3867,-0.0691
24.722,7.2017,4.9841,-0.0861,0.3867,-0.0691
24.743,7.2096,4.9834,-0.0864,0.3919,-0.0172
24.763,7.2174,4.9827,-0.0867,0.3919,-0.0172
24.782,7.2252,4.9820,-0.0871,0.3919,-0.0172
24.802,7.2330,4.9813,-0.0874,0.3919,-0.0172
24.822,7.2408,4.9807,-0.0878,0.3919,-0.0172
24.842,7.2485,4.9800,-0.0859,0.3872,0.0927
24.862,7.2562,4.9793,-0.0841,0.3872,0.0927
24.883,7.2639,4.9787,-0.0822,0.3872,0.0927
24.902,7.2717,4.9781,-0.0804,0.3872,0.0927
24.922,7.2794,4.9775,-0.0785,0.3872,0.0927
24.942,7.2871,4.9769,-0.0759,0.3885,0.1305
24.963,7.2949,4.9763,-0.0733,0.3885,0.1305
24.983,7.3026,4.9758,-0.0707,0.3885,0.1305
25.002,7.3104,4.9752,-0.0681,0.3885,0.1305
25.022,7.3181,4.9747,-0.0655,0.3885,0.1305
25.043,7.3258,4.9743,-0.0624,0.3840,0.1538
25.062,7.3335,4.9738,-0.0593,0.3840,0.1538
25.082,7.3411,4.9734,-0.0562,0.3840,0.1538
25.102,7.3488,4.9730,-0.0532,0.3840,0.1538
25.122,7.3565,4.9726,-0.0501,0.3840,0.1538
25.142,7.3641,4.9722,-0.0465,0.3840,0.1809
25.162,7.3718,4.9719,-0.0428,0.3840,0.1809
25.182,7.3795,4.9716,-0.0392,0.3840,0.1809
25.202,7.3872,4.9713,-0.0356,0.3840,0.1809
25.222,7.3948,4.9711,-0.0320,0.3840,0.1809
25.242,7.4026,4.9708,-0.0288,0.3872,0.1595
25.262,7.4103,4.9706,-0.0256,0.3872,0.1595
25.282,7.4181,4.9705,-0.0224,0.3872,0.1595
25.302,7.4258,4.9703,-0.0192,0.3872,0.1595
25.322,7.4336,4.9702,-0.0160,0.3872,0.1595
25.342,7.4414,4.9701,-0.0129,0.3907,0.1571
25.362,7.4492,4.9700,-0.0098,0.3907,0.1571
25.382,7.4570,4.9700,-0.0066,0.3907,0.1571
25.403,7.4648,4.9699,-0.0035,0.3907,0.1571
25.422,7.4726,4.9699,-0.0003,0.3907,0.1571
25.442,7.4804,4.9700,0.0034,0.3890,0.1872
25.462,7.4882,4.9700,0.0072,0.3890,0.1872
25.482,7.4960,4.9701,0.0109,0.3890,0.1872
25.502,7.5037,4.9702,0.0147,0.3890,0.1872
25.522,7.5115,4.9704,0.0184,0.3890,0.1872
25.542,7.5193,4.9705,0.0210,0.3881,0.1295
25.563,7.5270,4.9707,0.0236,0.3881,0.1295
25.583,7.5348,4.9709,0.0262,0.3881,0.1295
25.602,7.5426,4.9711,0.0288,0.3881,0.1295
25.622,7.5503,4.9714,0.0313,0.3881,0.1295
25.643,7.5579,4.9716,0.0335,0.3783,0.1055
25.663,7.5654,4.9719,0.0356,0.3783,0.1055
25.682,7.5730,4.9722,0.0377,0.3783,0.1055
25.703,7.5806,4.9725,0.0398,0.3783,0.1055
25.722,7.5881,4.9728,0.0419,0.3783,0.1055
25.742,7.5957,4.9731,0.0430,0.3814,0.0545
25.763,7.6034,4.9735,0.0441,0.3814,0.0545
25.782,7.6110,4.9738,0.0452,0.3814,0.0545
25.803,7.6186,4.9742,0.0463,0.3814,0.0545
25.822,7.6262,4.9745,0.0473,0.3814,0.0545
25.842,7.6338,4.9749,0.0473,0.3796,-0.0028
25.862,7.6414,4.9752,0.0472,0.3796,-0.0028
25.882,7.6490,4.9756,0.0472,0.3796,-0.0028
25.903,7.6566,4.9760,0.0471,0.3796,-0.0028
25.922,7.6641,4.9763,0.0471,0.3796,-0.0028
25.942,7.6716,4.9767,0.0466,0.3756,-0.0234
25.962,7.6791,4.9770,0.0461,0.3756,-0.0234
25.982,7.6867,4.9774,0.0457,0.3756,-0.0234
26.002,7.6942,4.9777,0.0452,0.3756,-0.0234
26.022,7.7017,4.9780,0.0447,0.3756,-0.0234
26.043,7.7090,4.9784,0.0444,0.3648,-0.0150
26.062,7.7162,4.9787,0.0441,0.3648,-0.0150
26.082,7.7235,4.9790,0.0438,0.3648,-0.0150
26.102,7.7308,4.9793,0.0435,0.3648,-0.0150
26.122,7.7381,4.9796,0.0432,0.3648,-0.0150
26.142,7.7455,4.9799,0.0419,0.3693,-0.0667
26.162,7.7529,4.9802,0.0406,0.3693,-0.0667
26.183,7.7602,4.9805,0.0392,0.3693,-0.0667
26.202,7.7676,4.9808,0.0379,0.3693,-0.0667
26.222,7.7750,4.9811,0.0366,0.3693,-0.0667
26.243,7.7825,4.9813,0.0345,0.3751,-0.1026
26.262,7.7900,4.9816,0.0324,0.3751,-0.1026
26.283,7.7975,4.9818,0.0304,0.3751,-0.1026
26.303,7.8050,4.9820,0.0283,0.3751,-0.1026
26.322,7.8125,4.9822,0.0263,0.3751,-0.1026
26.343,7.8198,4.9824,0.0235,0.3639,-0.1416
26.363,7.8270,4.9825,0.0206,0.3639,-0.1416
26.382,7.8343,4.9827,0.0178,0.3639,-0.1416
26.402,7.8416,4.9828,0.0150,0.3639,-0.1416
26.422,7.8489,4.9829,0.0121,0.3639,-0.1416
26.442,7.8561,4.9829,0.0100,0.3592,-0.1047
26.463,7.8632,4.9830,0.0079,0.3592,-0.1047
26.483,7.8704,4.9830,0.0058,0.3592,-0.1047
26.502,7.8776,4.9831,0.0038,0.3592,-0.1047
26.522,7.8848,4.9831,0.0017,0.3592,-0.1047
26.542,7.8921,4.9831,0.0007,0.3638,-0.0497
26.562,7.8994,4.9831,-0.0003,0.3638,-0.0497
26.583,7.9066,4.9831,-0.0013,0.3638,-0.0497
26.602,7.9139,4.9831,-0.0023,0.3638,-0.0497
26.623,7.9212,4.9830,-0.0033,0.3638,-0.0497
26.642,7.9283,4.9830,-0.0039,0.3552,-0.0309
26.663,7.9354,4.9830,-0.0045,0.3552,-0.0309
26.683,7.9425,4.9829,-0.0052,0.3552,-0.0309
26.703,7.9496,4.9829,-0.0058,0.3552,-0.0309
26.722,7.9567,4.9828,-0.0064,0.3552,-0.0309
26.742,7.9635,4.9828,-0.0069,0.3425,-0.0236
26.762,7.9704,4.9827,-0.0073,0.3425,-0.0236
26.782,7.9772,4.9827,-0.0078,0.3425,-0.0236
26.802,7.9841,4.9826,-0.0083,0.3425,-0.0236
26.822,7.9909,4.9826,-0.0088,0.3425,-0.0236
26.842,7.9976,4.9825,-0.0087,0.3348,0.0032
26.862,8.0043,4.9825,-0.0086,0.3348,0.0032
26.882,8.0110,4.9824,-0.0086,0.3348,0.0032
26.902,8.0177,4.9823,-0.0085,0.3348,0.0032
26.922,8.0244,4.9823,-0.0084,0.3348,0.0032
26.942,8.0309,4.9822,-0.0072,0.3250,0.0617
26.962,8.0374,4.9822,-0.0060,0.3250,0.0617
26.982,8.0439,4.9822,-0.0047,0.3250,0.0617
27.002,8.0504,4.9821,-0.0035,0.3250,0.0617
27.022,8.0569,4.9821,-0.0023,0.3250,0.0617
27.042,8.0634,4.9821,-0.0011,0.3217,0.0595
27.062,8.0698,4.9821,0.0001,0.3217,0.0595
27.083,8.0762,4.9821,0.0013,0.3217,0.0595
27.102,8.0827,4.9822,0.0025,0.3217,0.0595
27.122,8.0891,4.9822,0.0037,0.3217,0.0595
27.142,8.0955,4.9822,0.0054,0.3195,0.0869
27.163,8.1019,4.9823,0.0071,0.3195,0.0869
27.182,8.1083,4.9823,0.0089,0.3195,0.0869
27.202,8.1147,4.9824,0.0106,0.3195,0.0869
27.222,8.1210,4.9825,0.0124,0.3195,0.0869
27.242,8.1274,4.9825,0.0135,0.3166,0.0575
27.262,8.1337,4.9826,0.0147,0.3166,0.0575
27.282,8.1400,4.9827,0.0158,0.3166,0.0575
27.302,8.1464,4.9828,0.0170,0.3166,0.0575
27.322,8.1527,4.9830,0.0181,0.3166,0.0575
27.342,8.1589,4.9831,0.0187,0.3123,0.0308
27.362,8.1652,4.9832,0.0193,0.3123,0.0308
27.383,8.1714,4.9833,0.0200,0.3123,0.0308
27.402,8.1777,4.9835,0.0206,0.3123,0.0308
27.422,8.1839,4.9836,0.0212,0.3123,0.0308
27.442,8.1900,4.9837,0.0218,0.3061,0.0321
27.462,8.1962,4.9839,0.0225,0.3061,0.0321
27.482,8.2023,4.9840,0.0231,0.3061,0.0321
27.502,8.2084,4.9841,0.0238,0.3061,0.0321
27.522,8.2145,4.9843,0.0244,0.3061,0.0321
27.542,8.2205,4.9844,0.0251,0.3006,0.0362
27.562,8.2265,4.9846,0.0258,0.3006,0.0362
27.582,8.2326,4.9848,0.0266,0.3006,0.0362
27.602,8.2386,4.9849,0.0273,0.3006,0.0362
27.622,8.2446,4.9851,0.0280,0.3006,0.0362
27.642,8.2506,4.9853,0.0288,0.2997,0.0394
27.662,8.2566,4.9854,0.0296,0.2997,0.0394
27.682,8.2626,4.9856,0.0304,0.2997,0.0394
27.702,8.2685,4.9858,0.0312,0.2997,0.0394
27.722,8.2745,4.9860,0.0320,0.2997,0.0394
27.742,8.2805,4.9862,0.0326,0.2959,0.0323
27.762,8.2864,4.9864,0.0332,0.2959,0.0323
27.782,8.2923,4.9866,0.0339,0.2959,0.0323
27.802,8.2982,4.9868,0.0345,0.2959,0.0323
27.822,8.3041,4.9870,0.0352,0.2959,0.0323
27.842,8.3099,4.9872,0.0355,0.2907,0.0161
27.862,8.3157,4.9874,0.0358,0.2907,0.0161
27.882,8.3215,4.9876,0.0362,0.2907,0.0161
27.902,8.3274,4.9878,0.0365,0.2907,0.0161
27.922,8.3332,4.9881,0.0368,0.2907,0.0161
27.942,8.3388,4.9883,0.0369,0.2835,0.0073
27.962,8.3445,4.9885,0.0371,0.2835,0.0073
27.982,8.3502,4.9887,0.0372,0.2835,0.0073
28.002,8.3558,4.9889,0.0374,0.2835,0.0073
28.022,8.3615,4.9891,0.0375,0.2835,0.0073
28.042,8.3670,4.9893,0.0379,0.2760,0.0204
28.063,8.3725,4.9895,0.0383,0.2760,0.0204
28.082,8.3780,4.9897,0.0388,0.2760,0.0204
28.103,8.3835,4.9900,0.0392,0.2760,0.0204
28.122,8.3891,4.9902,0.0396,0.2760,0.0204
28.142,8.3944,4.9904,0.0398,0.2679,0.0127
28.162,8.3998,4.9906,0.0401,0.2679,0.0127
28.182,8.4051,4.9908,0.0403,0.2679,0.0127
28.203,8.4105,4.9910,0.0406,0.2679,0.0127
28.222,8.4158,4.9913,0.0408,0.2679,0.0127
28.242,8.4208,4.9915,0.0409,0.2484,0.0033
28.262,8.4258,4.9917,0.0410,0.2484,0.0033
28.282,8.4307,4.9919,0.0410,0.2484,0.0033
28.302,8.4357,4.9921,0.0411,0.2484,0.0033
28.323,8.4407,4.9923,0.0412,0.2484,0.0033
28.342,8.4452,4.9925,0.0410,0.2271,-0.0074
28.362,8.4497,4.9926,0.0409,0.2271,-0.0074
28.382,8.4543,4.9928,0.0407,0.2271,-0.0074
28.402,8.4588,4.9930,0.0406,0.2271,-0.0074
28.422,8.4633,4.9932,0.0404,0.2271,-0.0074
28.442,8.4675,4.9934,0.0401,0.2077,-0.0174
28.462,8.4716,4.9935,0.0397,0.2077,-0.0174
28.482,8.4758,4.9937,0.0394,0.2077,-0.0174
28.502,8.4799,4.9939,0.0390,0.2077,-0.0174
28.522,8.4841,4.9940,0.0387,0.2077,-0.0174
28.542,8.4879,4.9942,0.0391,0.1888,0.0222
28.562,8.4916,4.9943,0.0396,0.1888,0.0222
28.582,8.4954,4.9945,0.0400,0.1888,0.0222
28.602,8.4992,4.9946,0.0405,0.1888,0.0222
28.622,8.5030,4.9948,0.0409,0.1888,0.0222
28.642,8.5063,4.9949,0.0423,0.1672,0.0668
28.663,8.5096,4.9951,0.0436,0.1672,0.0668
28.683,8.5130,4.9952,0.0449,0.1672,0.0668
28.703,8.5163,4.9954,0.0463,0.1672,0.0668
28.722,8.5197,4.9955,0.0476,0.1672,0.0668
28.742,8.5227,4.9957,0.0495,0.1499,0.0933
28.762,8.5257,4.9958,0.0513,0.1499,0.0933
28.782,8.5286,4.9960,0.0532,0.1499,0.0933
28.802,8.5316,4.9962,0.0551,0.1499,0.0933
28.822,8.5346,4.9963,0.0569,0.1499,0.0933
28.842,8.5372,4.9965,0.0580,0.1294,0.0546
28.862,8.5398,4.9966,0.0591,0.1294,0.0546
28.882,8.5424,4.9968,0.0602,0.1294,0.0546
28.902,8.5450,4.9969,0.0613,0.1294,0.0546
28.922,8.5476,4.9971,0.0624,0.1294,0.0546
28.942,8.5497,4.9972,0.0633,0.1072,0.0474
28.963,8.5518,4.9974,0.0643,0.1072,0.0474
28.982,8.5540,4.9975,0.0652,0.1072,0.0474
29.002,8.5561,4.9977,0.0662,0.1072,0.0474
29.022,8.5583,4.9978,0.0671,0.1072,0.0474
29.042,8.5583,4.9978,0.0671,0.0000,0.0000
29.062,8.5583,4.9978,0.0671,0.0000,0.0000
29.082,8.5583,4.9978,0.0671,0.0000,0.0000
29.103,8.5583,4.9978,0.0671,0.0000,0.0000
29.122,8.5583,4.9978,0.0671,0.0000,0.0000
29.142,8.5583,4.9978,0.0671,0.0000,0.0000
