t,x,y,yaw,cmd_vx,cmd_wz,scan_min,map_x,map_y
0.0000,5.6428,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.0000,5.6428,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.0001,5.6428,-7.2753,0.2334,0.0000,0.0000,nan,nan,nan
0.0001,5.6428,-7.2753,0.2334,0.0000,0.0000,nan,nan,nan
0.0001,5.6427,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.0002,5.6428,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.0003,5.6428,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.0067,5.6428,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.0164,5.6428,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.0259,5.6428,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.0352,5.6427,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.0457,5.6428,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.0551,5.6427,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.0642,5.6428,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.0744,5.6428,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.0855,5.6428,-7.2753,0.2334,0.0000,0.0000,nan,nan,nan
0.0946,5.6428,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.1050,5.6427,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.1151,5.6427,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.1241,5.6428,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.1341,5.6427,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.1441,5.6428,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.1541,5.6427,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.1640,5.6428,-7.2753,0.2334,0.0000,0.0000,nan,nan,nan
0.1740,5.6428,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.1839,5.6428,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.1939,5.6427,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.2039,5.6428,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.2165,5.6427,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.2239,5.6427,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.2338,5.6428,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.2473,5.6428,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.2538,5.6427,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.2641,5.6428,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.2745,5.6428,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.2843,5.6428,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.2939,5.6428,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.3038,5.6428,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.3140,5.6428,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.3241,5.6427,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.3368,5.6428,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.3441,5.6428,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.3540,5.6428,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.3641,5.6427,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.3743,5.6427,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.3843,5.6427,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.3949,5.6428,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.4058,5.6428,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.4142,5.6428,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.4241,5.6428,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.4349,5.6427,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.4442,5.6427,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.4539,5.6428,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.4640,5.6427,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.4740,5.6428,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.4842,5.6428,-7.2753,0.2334,0.0000,0.0000,nan,nan,nan
0.4949,5.6427,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.5046,5.6427,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.5147,5.6427,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.5256,5.6427,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.5353,5.6428,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.5447,5.6427,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.5548,5.6428,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.5656,5.6428,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.5748,5.6428,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.5847,5.6428,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.5967,5.6427,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.6070,5.6428,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.6281,5.6427,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.6361,5.6427,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.7255,5.6428,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.7304,5.6428,-7.2753,0.2334,0.0000,0.0000,nan,nan,nan
0.7355,5.6428,-7.2753,0.2334,0.0000,0.0000,nan,nan,nan
0.7444,5.6428,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.7570,5.6427,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.7651,5.6427,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.7752,5.6428,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.7853,5.6427,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.7954,5.6427,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.8072,5.6428,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.8246,5.6428,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.8425,5.6428,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.8668,5.6428,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.8864,5.6427,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.8898,5.6427,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.8951,5.6427,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.9044,5.6428,-7.2753,0.2334,0.0000,0.0000,nan,nan,nan
0.9144,5.6428,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.9246,5.6428,-7.2754,0.2334,0.0000,0.0000,nan,nan,nan
0.9356,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8841,nan,nan
0.9439,5.6428,-7.2753,0.2334,0.0000,0.0000,0.8841,nan,nan
0.9544,5.6428,-7.2753,0.2334,0.0000,0.0000,0.8841,nan,nan
0.9647,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8841,nan,nan
0.9743,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8841,nan,nan
0.9844,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8841,nan,nan
0.9950,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8841,nan,nan
1.0042,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8841,nan,nan
1.0145,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8841,nan,nan
1.0251,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8841,nan,nan
1.0365,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8831,nan,nan
1.0449,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8831,nan,nan
1.0547,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8831,nan,nan
1.0659,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8831,nan,nan
1.0751,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8831,nan,nan
1.0846,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8831,nan,nan
1.0960,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8831,nan,nan
1.1052,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8831,nan,nan
1.1150,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8831,nan,nan
1.1251,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8831,nan,nan
1.1347,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8860,nan,nan
1.1451,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8860,nan,nan
1.1549,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8860,nan,nan
1.1650,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8860,nan,nan
1.1750,5.6428,-7.2753,0.2334,0.0000,0.0000,0.8860,nan,nan
1.1865,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8860,nan,nan
1.1952,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8860,nan,nan
1.2067,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8860,nan,nan
1.2150,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8860,nan,nan
1.2248,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8860,nan,nan
1.2362,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8827,nan,nan
1.2464,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8827,nan,nan
1.2550,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8827,nan,nan
1.2646,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8827,nan,nan
1.2752,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8827,nan,nan
1.2856,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8827,nan,nan
1.2956,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8827,nan,nan
1.3048,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8827,nan,nan
1.3151,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8827,nan,nan
1.3250,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8827,nan,nan
1.3366,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8870,nan,nan
1.3448,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8870,nan,nan
1.3545,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8870,nan,nan
1.3646,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8870,nan,nan
1.3746,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8870,nan,nan
1.3848,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8870,nan,nan
1.3950,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8870,nan,nan
1.4046,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8870,nan,nan
1.4148,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8870,nan,nan
1.4273,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8870,nan,nan
1.4368,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8851,nan,nan
1.4458,5.6428,-7.2753,0.2334,0.0000,0.0000,0.8851,nan,nan
1.4546,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8851,nan,nan
1.4647,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8851,nan,nan
1.4753,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8851,nan,nan
1.4846,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8851,nan,nan
1.4953,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8851,nan,nan
1.5048,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8851,nan,nan
1.5171,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8851,nan,nan
1.5274,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8851,nan,nan
1.5354,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8841,nan,nan
1.5444,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8841,nan,nan
1.5547,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8841,nan,nan
1.5650,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8841,nan,nan
1.5765,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8841,nan,nan
1.5850,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8841,nan,nan
1.5984,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8841,nan,nan
1.6116,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8841,nan,nan
1.6146,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8841,nan,nan
1.6324,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8841,nan,nan
1.6372,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8827,nan,nan
1.6455,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8827,nan,nan
1.6789,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8827,nan,nan
1.6845,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8827,nan,nan
1.6941,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8827,nan,nan
1.7046,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8827,nan,nan
1.7139,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8827,nan,nan
1.7240,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8827,nan,nan
1.7340,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8837,nan,nan
1.7438,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8837,nan,nan
1.7550,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8837,nan,nan
1.7646,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8837,nan,nan
1.7783,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8837,nan,nan
1.7846,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8837,nan,nan
1.7944,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8837,nan,nan
1.8050,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8837,nan,nan
1.8154,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8837,nan,nan
1.8245,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8837,nan,nan
1.8387,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8841,5.6751,-7.1424
1.8445,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8841,5.6751,-7.1424
1.8544,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8841,5.6751,-7.1424
1.8646,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8841,5.6751,-7.1424
1.8749,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8841,5.6751,-7.1424
1.8853,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8841,5.6751,-7.1424
1.8966,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8841,5.6751,-7.1424
1.9042,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8841,5.6751,-7.1424
1.9148,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8841,5.6751,-7.1424
1.9248,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8841,5.6751,-7.1424
1.9379,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8844,5.6755,-7.1416
1.9451,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8844,5.6755,-7.1416
1.9547,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8844,5.6755,-7.1416
1.9644,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8844,5.6755,-7.1416
1.9748,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8844,5.6755,-7.1416
1.9844,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8844,5.6755,-7.1416
1.9963,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8844,5.6755,-7.1416
2.0052,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8844,5.6755,-7.1416
2.0148,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8844,5.6755,-7.1416
2.0247,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8844,5.6755,-7.1416
2.0346,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8837,5.6755,-7.1416
2.0457,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8837,5.6755,-7.1416
2.0546,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8837,5.6724,-7.1452
2.0650,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8837,5.6724,-7.1452
2.0757,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8837,5.6724,-7.1452
2.0858,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8837,5.6724,-7.1452
2.0947,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8837,5.6724,-7.1452
2.1053,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8837,5.6724,-7.1452
2.1157,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8837,5.6724,-7.1452
2.1257,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8837,5.6724,-7.1452
2.1361,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8853,5.6724,-7.1452
2.1453,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8853,5.6724,-7.1452
2.1542,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8853,5.6711,-7.1455
2.1646,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8853,5.6711,-7.1455
2.1749,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8853,5.6711,-7.1455
2.1854,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8853,5.6711,-7.1455
2.1957,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8853,5.6711,-7.1455
2.2046,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8853,5.6711,-7.1455
2.2145,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8853,5.6711,-7.1455
2.2252,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8853,5.6711,-7.1455
2.2342,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8831,5.6711,-7.1455
2.2449,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8831,5.6701,-7.1425
2.2546,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8831,5.6701,-7.1425
2.2643,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8831,5.6701,-7.1425
2.2743,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8831,5.6701,-7.1425
2.2843,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8831,5.6701,-7.1425
2.2954,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8831,5.6701,-7.1425
2.3043,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8831,5.6701,-7.1425
2.3150,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8831,5.6701,-7.1425
2.3251,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8831,5.6701,-7.1425
2.3445,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8847,5.6701,-7.1425
2.3456,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8847,5.6701,-7.1425
2.3562,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8847,5.6701,-7.1425
2.3648,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8847,5.6727,-7.1441
2.3752,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8847,5.6727,-7.1441
2.3850,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8847,5.6727,-7.1441
2.3959,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8847,5.6727,-7.1441
2.4046,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8847,5.6727,-7.1441
2.4150,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8847,5.6727,-7.1441
2.4274,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8847,5.6727,-7.1441
2.4345,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8850,5.6727,-7.1441
2.4447,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8850,5.6747,-7.1409
2.4545,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8850,5.6747,-7.1409
2.4642,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8850,5.6747,-7.1409
2.4747,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8850,5.6747,-7.1409
2.4847,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8850,5.6747,-7.1409
2.4957,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8850,5.6747,-7.1409
2.5044,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8850,5.6747,-7.1409
2.5146,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8850,5.6747,-7.1409
2.5251,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8850,5.6747,-7.1409
2.5348,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8857,5.6747,-7.1409
2.5451,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8857,5.6726,-7.1445
2.5545,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8857,5.6726,-7.1445
2.5646,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8857,5.6726,-7.1445
2.5752,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8857,5.6726,-7.1445
2.5849,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8857,5.6726,-7.1445
2.5952,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8857,5.6726,-7.1445
2.6056,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8857,5.6726,-7.1445
2.6147,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8857,5.6726,-7.1445
2.6256,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8857,5.6726,-7.1445
2.6359,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8841,5.6726,-7.1445
2.6445,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8841,5.6763,-7.1456
2.6556,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8841,5.6763,-7.1456
2.6650,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8841,5.6763,-7.1456
2.6748,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8841,5.6763,-7.1456
2.6848,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8841,5.6763,-7.1456
2.6948,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8841,5.6763,-7.1456
2.7046,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8841,5.6763,-7.1456
2.7148,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8841,5.6763,-7.1456
2.7244,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8841,5.6763,-7.1456
2.7345,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8850,5.6763,-7.1456
2.7458,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8850,5.6763,-7.1456
2.7552,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8850,5.6753,-7.1452
2.7648,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8850,5.6753,-7.1452
2.7745,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8850,5.6753,-7.1452
2.7843,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8850,5.6753,-7.1452
2.7947,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8850,5.6753,-7.1452
2.8054,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8850,5.6753,-7.1452
2.8157,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8850,5.6753,-7.1452
2.8263,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8850,5.6753,-7.1452
2.8351,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8834,5.6753,-7.1452
2.8455,5.6428,-7.2753,0.2334,0.0000,0.0000,0.8834,5.6753,-7.1452
2.8564,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8834,5.6732,-7.1425
2.8648,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8834,5.6732,-7.1425
2.8749,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8834,5.6732,-7.1425
2.8846,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8834,5.6732,-7.1425
2.8945,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8834,5.6732,-7.1425
2.9043,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8834,5.6732,-7.1425
2.9146,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8834,5.6732,-7.1425
2.9249,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8834,5.6732,-7.1425
2.9361,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8843,5.6732,-7.1425
2.9448,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8843,5.6690,-7.1440
2.9547,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8843,5.6690,-7.1440
2.9648,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8843,5.6690,-7.1440
2.9764,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8843,5.6690,-7.1440
2.9847,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8843,5.6690,-7.1440
2.9982,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8843,5.6690,-7.1440
3.0047,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8843,5.6690,-7.1440
3.0148,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8843,5.6690,-7.1440
3.0247,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8843,5.6690,-7.1440
3.0347,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8841,5.6690,-7.1440
3.0446,5.6428,-7.2753,0.2334,0.0000,0.0000,0.8841,5.6721,-7.1463
3.0548,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8841,5.6721,-7.1463
3.0653,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8841,5.6721,-7.1463
3.0761,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8841,5.6721,-7.1463
3.0845,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8841,5.6721,-7.1463
3.0959,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8841,5.6721,-7.1463
3.1042,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8841,5.6721,-7.1463
3.1143,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8841,5.6721,-7.1463
3.1253,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8841,5.6721,-7.1463
3.1356,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8841,5.6721,-7.1463
3.1453,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8841,5.6721,-7.1463
3.1547,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8841,5.6716,-7.1447
3.1647,5.6428,-7.2753,0.2334,0.0000,0.0000,0.8841,5.6716,-7.1447
3.1749,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8841,5.6716,-7.1447
3.1847,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8841,5.6716,-7.1447
3.1965,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8841,5.6716,-7.1447
3.2055,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8841,5.6716,-7.1447
3.2148,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8841,5.6716,-7.1447
3.2265,5.6427,-7.2754,0.2334,0.0000,0.0000,0.8841,5.6716,-7.1447
3.2348,5.6428,-7.2754,0.2334,0.0000,0.0000,0.8841,5.6716,-7.1447
3.2448,5.6428,-7.2753,0.2334,0.0000,0.0000,0.8841,5.6743,-7.1456
