t,t_abs,bx,by,moving
0.232,1788738169.313,5.102,3.500,0
0.431,1788738169.513,5.102,3.500,0
0.631,1788738169.713,5.102,3.500,0
0.831,1788738169.913,5.102,3.500,0
1.031,1788738170.113,5.102,3.500,0
1.231,1788738170.313,5.102,3.500,0
1.431,1788738170.513,5.102,3.500,0
1.631,1788738170.713,5.102,3.500,0
1.831,1788738170.913,5.102,3.500,0
2.031,1788738171.113,5.102,3.500,0
2.231,1788738171.313,5.102,3.500,0
2.431,1788738171.513,5.102,3.500,0
2.631,1788738171.713,5.102,3.500,0
2.831,1788738171.913,5.102,3.500,0
3.033,1788738172.114,5.102,3.500,0
3.231,1788738172.313,5.102,3.500,0
3.431,1788738172.513,5.102,3.500,0
3.633,1788738172.714,5.102,3.500,0
3.832,1788738172.913,5.102,3.500,0
4.031,1788738173.113,5.102,3.500,0
4.231,1788738173.313,5.102,3.500,0
4.431,1788738173.513,5.102,3.500,0
4.631,1788738173.713,5.102,3.500,0
4.831,1788738173.913,5.102,3.500,0
5.031,1788738174.113,5.102,3.500,0
5.231,1788738174.313,5.102,3.500,0
5.431,1788738174.513,5.102,3.500,0
5.631,1788738174.713,5.102,3.500,0
5.831,1788738174.913,5.102,3.500,0
6.031,1788738175.113,5.102,3.500,0
6.231,1788738175.313,5.102,3.500,0
6.431,1788738175.513,5.102,3.500,0
6.631,1788738175.713,5.102,3.500,0
6.831,1788738175.913,5.102,3.500,0
7.031,1788738176.113,5.102,3.500,0
7.231,1788738176.313,5.102,3.500,0
7.431,1788738176.513,5.102,3.500,0
7.631,1788738176.713,5.102,3.500,0
7.831,1788738176.913,5.102,3.500,0
8.031,1788738177.113,5.102,3.500,0
8.231,1788738177.313,5.102,3.500,0
8.433,1788738177.514,5.102,3.500,0
8.631,1788738177.713,5.102,3.500,0
8.831,1788738177.913,5.102,3.500,0
9.031,1788738178.113,5.102,3.500,0
9.231,1788738178.313,5.102,3.500,0
9.431,1788738178.513,5.102,3.500,0
9.631,1788738178.713,5.102,3.500,0
9.831,1788738178.913,5.102,3.500,0
10.033,1788738179.114,5.102,3.500,0
10.231,1788738179.313,5.102,3.500,0
10.431,1788738179.513,5.102,3.500,0
10.631,1788738179.713,5.102,3.500,0
10.831,1788738179.913,5.102,3.500,0
11.033,1788738180.114,5.102,3.500,0
11.231,1788738180.313,5.102,3.500,0
11.431,1788738180.513,5.102,3.500,0
11.631,1788738180.713,5.102,3.500,0
11.831,1788738180.913,5.102,3.500,0
12.031,1788738181.113,5.102,3.500,0
12.231,1788738181.313,5.102,3.500,0
12.431,1788738181.513,5.102,3.500,0
12.631,1788738181.713,5.102,3.556,1
12.831,1788738181.913,5.102,3.612,1
13.031,1788738182.113,5.102,3.667,1
13.231,1788738182.313,5.102,3.723,1
13.431,1788738182.513,5.102,3.779,1
13.631,1788738182.713,5.102,3.835,1
13.831,1788738182.913,5.102,3.891,1
14.031,1788738183.113,5.102,3.946,1
14.231,1788738183.313,5.102,4.002,1
14.431,1788738183.513,5.102,4.058,1
14.631,1788738183.713,5.102,4.114,1
14.831,1788738183.913,5.102,4.170,1
15.031,1788738184.113,5.102,4.225,1
15.231,1788738184.313,5.102,4.281,1
15.431,1788738184.513,5.102,4.337,1
15.631,1788738184.713,5.102,4.393,1
15.831,1788738184.913,5.102,4.449,1
16.031,1788738185.113,5.102,4.504,1
16.231,1788738185.313,5.102,4.560,1
16.431,1788738185.513,5.102,4.616,1
16.631,1788738185.713,5.102,4.672,1
16.831,1788738185.913,5.102,4.728,1
17.031,1788738186.113,5.102,4.783,1
17.231,1788738186.313,5.102,4.839,1
17.431,1788738186.513,5.102,4.895,1
17.631,1788738186.713,5.102,4.951,1
17.831,1788738186.913,5.102,5.007,1
18.031,1788738187.113,5.102,5.062,1
18.231,1788738187.313,5.102,5.118,1
18.431,1788738187.513,5.102,5.174,1
18.633,1788738187.714,5.102,5.230,1
18.831,1788738187.913,5.102,5.286,1
19.031,1788738188.113,5.102,5.341,1
19.231,1788738188.313,5.102,5.397,1
19.431,1788738188.513,5.102,5.453,1
19.631,1788738188.713,5.102,5.509,1
19.831,1788738188.913,5.102,5.565,1
20.031,1788738189.113,5.102,5.620,1
20.231,1788738189.313,5.102,5.676,1
20.431,1788738189.513,5.102,5.732,1
20.631,1788738189.713,5.102,5.788,1
20.831,1788738189.913,5.102,5.844,1
21.031,1788738190.113,5.102,5.899,1
21.231,1788738190.313,5.102,5.955,1
21.431,1788738190.513,5.102,6.011,1
21.631,1788738190.713,5.102,6.067,1
21.831,1788738190.913,5.102,6.123,1
22.031,1788738191.113,5.102,6.178,1
22.231,1788738191.313,5.102,6.234,1
22.431,1788738191.513,5.102,6.290,1
22.631,1788738191.713,5.102,6.346,1
22.831,1788738191.913,5.102,6.402,1
23.031,1788738192.113,5.102,6.457,1
23.231,1788738192.313,5.102,6.513,0
23.431,1788738192.513,5.102,6.513,0
23.631,1788738192.713,5.102,6.513,0
23.831,1788738192.913,5.102,6.513,0
24.031,1788738193.113,5.102,6.513,0
24.231,1788738193.313,5.102,6.513,0
24.431,1788738193.513,5.102,6.513,0
24.631,1788738193.713,5.102,6.513,0
24.831,1788738193.913,5.102,6.513,0
25.031,1788738194.113,5.102,6.513,0
25.231,1788738194.313,5.102,6.513,0
25.431,1788738194.513,5.102,6.513,0
25.631,1788738194.713,5.102,6.513,0
25.831,1788738194.913,5.102,6.513,0
26.031,1788738195.113,5.102,6.513,0
26.231,1788738195.313,5.102,6.513,0
26.431,1788738195.513,5.102,6.513,0
26.631,1788738195.713,5.102,6.513,0
26.831,1788738195.913,5.102,6.513,0
27.031,1788738196.113,5.102,6.513,0
27.231,1788738196.313,5.102,6.513,0
27.431,1788738196.513,5.102,6.513,0
27.631,1788738196.713,5.102,6.513,0
27.831,1788738196.913,5.102,6.513,0
28.031,1788738197.113,5.102,6.513,0
28.231,1788738197.313,5.102,6.513,0
28.431,1788738197.513,5.102,6.513,0
28.631,1788738197.713,5.102,6.513,0
28.831,1788738197.913,5.102,6.513,0
29.031,1788738198.113,5.102,6.513,0
29.231,1788738198.313,5.102,6.513,0
29.431,1788738198.513,5.102,6.513,0
29.631,1788738198.713,5.102,6.513,0
29.831,1788738198.913,5.102,6.513,0
30.031,1788738199.113,5.102,6.513,0
30.231,1788738199.313,5.102,6.513,0
30.431,1788738199.513,5.102,6.513,0
30.631,1788738199.713,5.102,6.513,0
30.831,1788738199.913,5.102,6.513,0
31.031,1788738200.113,5.102,6.513,0
31.231,1788738200.313,5.102,6.513,0
31.431,1788738200.513,5.102,6.513,0
31.631,1788738200.713,5.102,6.513,0
31.831,1788738200.913,5.102,6.513,0
32.031,1788738201.113,5.102,6.513,0
32.231,1788738201.313,5.102,6.513,0
32.431,1788738201.513,5.102,6.513,0
32.631,1788738201.713,5.102,6.513,0
32.831,1788738201.913,5.102,6.513,0
33.031,1788738202.113,5.102,6.513,0
33.231,1788738202.313,5.102,6.513,0
33.431,1788738202.513,5.102,6.513,0
33.631,1788738202.713,5.102,6.513,0
33.831,1788738202.913,5.102,6.513,0
34.031,1788738203.113,5.102,6.513,0
34.231,1788738203.313,5.102,6.513,0
34.431,1788738203.513,5.102,6.513,0
34.631,1788738203.713,5.102,6.513,0
34.831,1788738203.913,5.102,6.513,0
35.031,1788738204.113,5.102,6.513,0
35.231,1788738204.313,5.102,6.513,0
35.431,1788738204.513,5.102,6.513,0
35.631,1788738204.713,5.102,6.513,0
35.831,1788738204.913,5.102,6.513,0
36.031,1788738205.113,5.102,6.513,0
36.231,1788738205.313,5.102,6.513,0
36.431,1788738205.513,5.102,6.513,0
36.631,1788738205.713,5.102,6.513,0
36.831,1788738205.913,5.102,6.513,0
37.031,1788738206.113,5.102,6.513,0
37.231,1788738206.313,5.102,6.513,0
37.431,1788738206.513,5.102,6.513,0
37.631,1788738206.713,5.102,6.513,0
37.831,1788738206.913,5.102,6.513,0
38.031,1788738207.113,5.102,6.513,0
38.231,1788738207.313,5.102,6.513,0
38.431,1788738207.513,5.102,6.513,0
38.631,1788738207.713,5.102,6.513,0
38.831,1788738207.913,5.102,6.513,0
39.031,1788738208.113,5.102,6.513,0
39.231,1788738208.313,5.102,6.513,0
39.431,1788738208.513,5.102,6.513,0
39.631,1788738208.713,5.102,6.513,0
39.831,1788738208.913,5.102,6.513,0
40.031,1788738209.113,5.102,6.513,0
40.231,1788738209.313,5.102,6.513,0
40.431,1788738209.513,5.102,6.513,0
40.631,1788738209.713,5.102,6.513,0
40.831,1788738209.913,5.102,6.513,0
41.031,1788738210.113,5.102,6.513,0
41.231,1788738210.313,5.102,6.513,0
41.431,1788738210.513,5.102,6.513,0
41.631,1788738210.713,5.102,6.513,0
41.832,1788738210.913,5.102,6.513,0
42.031,1788738211.113,5.102,6.513,0
42.231,1788738211.313,5.102,6.513,0
42.431,1788738211.513,5.102,6.513,0
42.631,1788738211.713,5.102,6.513,0
42.831,1788738211.913,5.102,6.513,0
43.031,1788738212.113,5.102,6.513,0
43.231,1788738212.313,5.102,6.513,0
43.431,1788738212.513,5.102,6.513,0
43.631,1788738212.713,5.102,6.513,0
43.831,1788738212.913,5.102,6.513,0
44.031,1788738213.113,5.102,6.513,0
44.231,1788738213.313,5.102,6.513,0
44.431,1788738213.513,5.102,6.513,0
44.631,1788738213.713,5.102,6.513,0
44.831,1788738213.913,5.102,6.513,0
