t,t_abs,bx,by,moving
0.232,1788738266.436,5.410,3.500,0
0.432,1788738266.636,5.410,3.500,0
0.632,1788738266.836,5.410,3.500,0
0.832,1788738267.036,5.410,3.500,0
1.032,1788738267.236,5.410,3.500,0
1.232,1788738267.436,5.410,3.500,0
1.432,1788738267.636,5.410,3.500,0
1.632,1788738267.836,5.410,3.500,0
1.832,1788738268.036,5.410,3.500,0
2.032,1788738268.236,5.410,3.500,0
2.232,1788738268.436,5.410,3.500,0
2.432,1788738268.636,5.410,3.500,0
2.632,1788738268.836,5.410,3.500,0
2.832,1788738269.036,5.410,3.500,0
3.032,1788738269.236,5.410,3.500,0
3.232,1788738269.436,5.410,3.500,0
3.432,1788738269.636,5.410,3.500,0
3.632,1788738269.836,5.410,3.500,0
3.832,1788738270.036,5.410,3.500,0
4.032,1788738270.236,5.410,3.500,0
4.232,1788738270.436,5.410,3.500,0
4.432,1788738270.636,5.410,3.500,0
4.632,1788738270.836,5.410,3.500,0
4.832,1788738271.036,5.410,3.500,0
5.032,1788738271.236,5.410,3.500,0
5.232,1788738271.436,5.410,3.500,0
5.432,1788738271.636,5.410,3.500,0
5.632,1788738271.836,5.410,3.500,0
5.832,1788738272.036,5.410,3.500,0
6.032,1788738272.236,5.410,3.500,0
6.232,1788738272.436,5.410,3.500,0
6.432,1788738272.636,5.410,3.500,0
6.632,1788738272.836,5.410,3.500,0
6.832,1788738273.036,5.410,3.500,0
7.032,1788738273.236,5.410,3.500,0
7.232,1788738273.436,5.410,3.500,0
7.432,1788738273.636,5.410,3.500,0
7.632,1788738273.836,5.410,3.500,0
7.832,1788738274.036,5.410,3.500,0
8.032,1788738274.236,5.410,3.500,0
8.232,1788738274.436,5.410,3.500,0
8.432,1788738274.636,5.410,3.500,0
8.632,1788738274.836,5.410,3.500,0
8.832,1788738275.036,5.410,3.500,0
9.032,1788738275.236,5.410,3.500,0
9.232,1788738275.436,5.410,3.500,0
9.432,1788738275.636,5.410,3.500,0
9.632,1788738275.836,5.410,3.500,0
9.832,1788738276.036,5.410,3.500,0
10.032,1788738276.236,5.410,3.500,0
10.232,1788738276.436,5.410,3.500,0
10.432,1788738276.636,5.410,3.500,0
10.632,1788738276.836,5.410,3.500,0
10.832,1788738277.036,5.410,3.500,0
11.032,1788738277.236,5.410,3.500,0
