t,t_abs,bx,by,moving
0.232,1788739009.319,5.669,3.500,0
0.432,1788739009.519,5.669,3.500,0
0.632,1788739009.718,5.669,3.500,0
0.832,1788739009.919,5.669,3.500,0
1.032,1788739010.118,5.669,3.500,0
1.232,1788739010.318,5.669,3.500,0
1.432,1788739010.518,5.669,3.500,0
1.632,1788739010.718,5.669,3.500,0
1.832,1788739010.919,5.669,3.500,0
2.032,1788739011.118,5.669,3.500,0
2.232,1788739011.318,5.669,3.500,0
2.432,1788739011.518,5.669,3.500,0
2.632,1788739011.718,5.669,3.500,0
2.832,1788739011.918,5.669,3.500,0
3.032,1788739012.118,5.669,3.500,0
3.232,1788739012.318,5.669,3.500,0
3.432,1788739012.518,5.669,3.500,0
3.632,1788739012.719,5.669,3.500,0
3.832,1788739012.918,5.669,3.500,0
4.032,1788739013.118,5.669,3.500,0
4.232,1788739013.318,5.669,3.500,0
4.432,1788739013.518,5.669,3.500,0
4.632,1788739013.718,5.669,3.500,0
4.832,1788739013.919,5.669,3.500,0
5.032,1788739014.118,5.669,3.500,0
5.232,1788739014.318,5.669,3.500,0
5.432,1788739014.518,5.669,3.500,0
5.632,1788739014.718,5.669,3.500,0
5.832,1788739014.918,5.669,3.500,0
6.032,1788739015.118,5.669,3.500,0
6.232,1788739015.318,5.669,3.500,0
6.432,1788739015.518,5.669,3.500,0
6.632,1788739015.719,5.669,3.500,0
6.832,1788739015.918,5.669,3.500,0
7.032,1788739016.118,5.669,3.500,0
7.232,1788739016.318,5.669,3.500,0
7.432,1788739016.518,5.669,3.500,0
7.632,1788739016.719,5.669,3.500,0
7.834,1788739016.920,5.669,3.500,0
8.032,1788739017.118,5.669,3.500,0
8.232,1788739017.318,5.669,3.500,0
8.432,1788739017.519,5.669,3.500,0
8.632,1788739017.718,5.669,3.500,0
8.832,1788739017.918,5.669,3.500,0
9.032,1788739018.118,5.669,3.500,0
9.232,1788739018.318,5.669,3.500,0
9.432,1788739018.519,5.669,3.500,0
9.632,1788739018.718,5.669,3.500,0
9.832,1788739018.918,5.669,3.500,0
10.032,1788739019.119,5.669,3.500,0
10.232,1788739019.318,5.669,3.500,0
10.432,1788739019.518,5.669,3.500,0
10.632,1788739019.718,5.669,3.500,0
10.832,1788739019.919,5.669,3.500,0
11.032,1788739020.118,5.669,3.500,0
11.232,1788739020.318,5.669,3.500,0
11.432,1788739020.518,5.669,3.500,0
11.632,1788739020.718,5.669,3.500,0
11.832,1788739020.918,5.669,3.500,0
12.032,1788739021.118,5.669,3.500,0
12.234,1788739021.320,5.669,3.500,0
12.432,1788739021.519,5.669,3.500,0
12.632,1788739021.718,5.669,3.500,0
12.832,1788739021.918,5.669,3.500,0
13.032,1788739022.118,5.669,3.500,0
13.232,1788739022.318,5.669,3.500,0
13.434,1788739022.520,5.669,3.500,0
13.634,1788739022.720,5.669,3.500,0
13.834,1788739022.920,5.669,3.500,0
14.033,1788739023.120,5.669,3.500,0
14.232,1788739023.318,5.669,3.500,0
14.432,1788739023.518,5.669,3.500,0
14.634,1788739023.720,5.669,3.500,0
14.833,1788739023.919,5.669,3.500,0
15.032,1788739024.118,5.669,3.500,0
15.232,1788739024.318,5.669,3.500,0
15.432,1788739024.518,5.669,3.500,0
15.632,1788739024.718,5.669,3.500,0
15.832,1788739024.918,5.669,3.500,0
16.032,1788739025.118,5.669,3.500,0
16.232,1788739025.318,5.669,3.563,1
16.432,1788739025.518,5.669,3.626,1
16.632,1788739025.718,5.669,3.690,1
16.832,1788739025.918,5.669,3.753,1
17.032,1788739026.118,5.669,3.816,1
17.232,1788739026.319,5.669,3.879,1
17.432,1788739026.519,5.669,3.942,1
17.632,1788739026.718,5.669,4.006,1
17.832,1788739026.918,5.669,4.069,1
18.032,1788739027.118,5.669,4.132,1
18.232,1788739027.318,5.669,4.195,1
18.432,1788739027.518,5.669,4.258,1
18.632,1788739027.718,5.669,4.322,1
18.833,1788739027.919,5.669,4.385,1
19.032,1788739028.119,5.669,4.448,1
19.232,1788739028.319,5.669,4.511,1
19.432,1788739028.519,5.669,4.574,1
19.632,1788739028.718,5.669,4.638,1
19.832,1788739028.918,5.669,4.701,1
20.032,1788739029.118,5.669,4.764,1
20.232,1788739029.318,5.669,4.827,1
20.432,1788739029.519,5.669,4.890,1
20.634,1788739029.720,5.669,4.954,1
20.832,1788739029.919,5.669,5.017,1
21.032,1788739030.118,5.669,5.080,1
21.232,1788739030.318,5.669,5.143,1
21.432,1788739030.519,5.669,5.206,1
21.632,1788739030.718,5.669,5.270,1
21.832,1788739030.918,5.669,5.333,1
22.032,1788739031.119,5.669,5.396,1
22.232,1788739031.319,5.669,5.459,1
22.432,1788739031.518,5.669,5.522,1
22.632,1788739031.718,5.669,5.586,1
22.832,1788739031.918,5.669,5.649,1
23.032,1788739032.118,5.669,5.712,1
23.232,1788739032.318,5.669,5.775,1
23.432,1788739032.518,5.669,5.838,1
23.632,1788739032.719,5.669,5.902,1
23.832,1788739032.919,5.669,5.965,1
24.032,1788739033.119,5.669,6.028,1
24.232,1788739033.318,5.669,6.091,1
24.432,1788739033.518,5.669,6.154,1
24.632,1788739033.718,5.669,6.218,1
24.832,1788739033.918,5.669,6.281,1
25.032,1788739034.118,5.669,6.344,1
25.232,1788739034.318,5.669,6.407,1
25.432,1788739034.518,5.669,6.470,1
25.632,1788739034.718,5.669,6.534,0
25.832,1788739034.918,5.669,6.534,0
26.032,1788739035.118,5.669,6.534,0
26.232,1788739035.318,5.669,6.534,0
26.432,1788739035.519,5.669,6.534,0
26.632,1788739035.718,5.669,6.534,0
