t,t_abs,bx,by,moving
0.232,1788739570.461,5.083,3.500,0
0.432,1788739570.660,5.083,3.500,0
0.632,1788739570.860,5.083,3.500,0
0.832,1788739571.060,5.083,3.500,0
1.032,1788739571.261,5.083,3.500,0
1.232,1788739571.460,5.083,3.500,0
1.432,1788739571.660,5.083,3.500,0
1.632,1788739571.860,5.083,3.500,0
1.832,1788739572.060,5.083,3.500,0
2.032,1788739572.260,5.083,3.500,0
2.232,1788739572.460,5.083,3.500,0
2.432,1788739572.660,5.083,3.500,0
2.632,1788739572.860,5.083,3.500,0
2.832,1788739573.060,5.083,3.500,0
3.032,1788739573.260,5.083,3.500,0
3.232,1788739573.460,5.083,3.500,0
3.432,1788739573.660,5.083,3.500,0
3.632,1788739573.860,5.083,3.500,0
3.832,1788739574.060,5.083,3.500,0
4.032,1788739574.260,5.083,3.500,0
4.232,1788739574.460,5.083,3.500,0
4.432,1788739574.660,5.083,3.500,0
4.632,1788739574.860,5.083,3.500,0
4.832,1788739575.060,5.083,3.500,0
5.032,1788739575.260,5.083,3.500,0
5.232,1788739575.460,5.083,3.500,0
5.432,1788739575.660,5.083,3.500,0
5.632,1788739575.860,5.083,3.500,0
5.832,1788739576.060,5.083,3.500,0
6.032,1788739576.260,5.083,3.500,0
6.232,1788739576.460,5.083,3.500,0
6.432,1788739576.660,5.083,3.500,0
6.632,1788739576.860,5.083,3.500,0
6.832,1788739577.060,5.083,3.500,0
7.032,1788739577.260,5.083,3.500,0
7.232,1788739577.460,5.083,3.500,0
7.432,1788739577.660,5.083,3.500,0
7.632,1788739577.860,5.083,3.500,0
7.832,1788739578.060,5.083,3.500,0
8.033,1788739578.262,5.083,3.500,0
8.232,1788739578.461,5.083,3.500,0
8.432,1788739578.660,5.083,3.500,0
8.632,1788739578.860,5.083,3.500,0
8.832,1788739579.060,5.083,3.500,0
9.034,1788739579.262,5.083,3.500,0
9.232,1788739579.460,5.083,3.500,0
9.432,1788739579.660,5.083,3.500,0
9.632,1788739579.860,5.083,3.500,0
9.832,1788739580.061,5.083,3.500,0
10.032,1788739580.261,5.083,3.500,0
10.232,1788739580.460,5.083,3.500,0
10.432,1788739580.660,5.083,3.500,0
10.632,1788739580.860,5.083,3.500,0
10.832,1788739581.061,5.083,3.500,0
11.032,1788739581.260,5.083,3.500,0
11.232,1788739581.460,5.083,3.500,0
11.432,1788739581.660,5.083,3.500,0
11.634,1788739581.862,5.083,3.500,0
11.832,1788739582.060,5.083,3.500,0
12.032,1788739582.260,5.083,3.500,0
12.232,1788739582.460,5.083,3.500,0
12.432,1788739582.660,5.083,3.500,0
12.632,1788739582.860,5.083,3.500,0
12.832,1788739583.060,5.083,3.500,0
13.032,1788739583.260,5.083,3.500,0
13.232,1788739583.460,5.083,3.500,0
13.432,1788739583.661,5.083,3.500,0
13.632,1788739583.861,5.083,3.500,0
13.832,1788739584.060,5.083,3.500,0
14.032,1788739584.261,5.083,3.500,0
14.232,1788739584.460,5.083,3.500,0
14.432,1788739584.660,5.083,3.563,1
14.634,1788739584.862,5.083,3.625,1
14.832,1788739585.061,5.083,3.688,1
15.032,1788739585.260,5.083,3.750,1
15.234,1788739585.462,5.083,3.813,1
15.434,1788739585.662,5.083,3.876,1
15.633,1788739585.861,5.083,3.938,1
15.832,1788739586.060,5.083,4.001,1
16.032,1788739586.260,5.083,4.063,1
16.234,1788739586.462,5.083,4.126,1
16.432,1788739586.661,5.083,4.189,1
16.632,1788739586.860,5.083,4.251,1
16.832,1788739587.060,5.083,4.314,1
17.032,1788739587.261,5.083,4.376,1
17.232,1788739587.460,5.083,4.439,1
17.432,1788739587.661,5.083,4.502,1
17.632,1788739587.861,5.083,4.564,1
17.832,1788739588.060,5.083,4.627,1
18.032,1788739588.260,5.083,4.689,1
18.234,1788739588.462,5.083,4.752,1
18.432,1788739588.661,5.083,4.815,1
18.632,1788739588.860,5.083,4.877,1
18.832,1788739589.061,5.083,4.940,1
19.032,1788739589.260,5.083,5.002,1
19.232,1788739589.460,5.083,5.065,1
19.432,1788739589.660,5.083,5.128,1
19.632,1788739589.861,5.083,5.190,1
19.832,1788739590.060,5.083,5.253,1
20.032,1788739590.261,5.083,5.315,1
20.232,1788739590.460,5.083,5.378,1
20.432,1788739590.661,5.083,5.441,1
20.632,1788739590.861,5.083,5.503,1
20.832,1788739591.060,5.083,5.566,1
21.032,1788739591.260,5.083,5.628,1
21.232,1788739591.461,5.083,5.691,1
21.434,1788739591.662,5.083,5.754,1
21.633,1788739591.862,5.083,5.816,1
21.834,1788739592.062,5.083,5.879,1
22.034,1788739592.262,5.083,5.941,1
22.232,1788739592.460,5.083,6.004,1
22.432,1788739592.660,5.083,6.067,1
22.632,1788739592.860,5.083,6.129,1
22.832,1788739593.060,5.083,6.192,1
23.032,1788739593.260,5.083,6.254,1
23.232,1788739593.460,5.083,6.317,1
23.432,1788739593.660,5.083,6.380,1
23.632,1788739593.860,5.083,6.442,1
23.832,1788739594.060,5.083,6.505,0
24.032,1788739594.260,5.083,6.505,0
24.234,1788739594.462,5.083,6.505,0
24.432,1788739594.661,5.083,6.505,0
24.632,1788739594.861,5.083,6.505,0
24.832,1788739595.061,5.083,6.505,0
25.032,1788739595.261,5.083,6.505,0
25.232,1788739595.461,5.083,6.505,0
25.432,1788739595.660,5.083,6.505,0
25.632,1788739595.860,5.083,6.505,0
25.832,1788739596.060,5.083,6.505,0
26.032,1788739596.260,5.083,6.505,0
26.232,1788739596.460,5.083,6.505,0
26.432,1788739596.660,5.083,6.505,0
26.632,1788739596.860,5.083,6.505,0
26.832,1788739597.060,5.083,6.505,0
27.032,1788739597.260,5.083,6.505,0
27.232,1788739597.460,5.083,6.505,0
27.432,1788739597.660,5.083,6.505,0
27.632,1788739597.860,5.083,6.505,0
27.832,1788739598.060,5.083,6.505,0
28.032,1788739598.260,5.083,6.505,0
