t,t_abs,bx,by,moving
0.232,1788739951.464,4.243,3.500,0
0.432,1788739951.664,4.243,3.500,0
0.632,1788739951.864,4.243,3.500,0
0.832,1788739952.064,4.243,3.500,0
1.032,1788739952.264,4.243,3.500,0
1.232,1788739952.464,4.243,3.500,0
1.432,1788739952.664,4.243,3.500,0
1.632,1788739952.864,4.243,3.500,0
1.832,1788739953.064,4.243,3.500,0
2.032,1788739953.264,4.243,3.500,0
2.232,1788739953.464,4.243,3.500,0
2.432,1788739953.664,4.243,3.500,0
2.632,1788739953.864,4.243,3.500,0
2.832,1788739954.064,4.243,3.500,0
3.032,1788739954.264,4.243,3.500,0
3.232,1788739954.464,4.243,3.500,0
3.432,1788739954.664,4.243,3.500,0
3.632,1788739954.864,4.243,3.500,0
3.832,1788739955.064,4.243,3.500,0
4.032,1788739955.264,4.243,3.500,0
4.232,1788739955.464,4.243,3.500,0
4.432,1788739955.664,4.243,3.500,0
4.632,1788739955.864,4.243,3.500,0
4.832,1788739956.064,4.243,3.500,0
5.032,1788739956.264,4.243,3.500,0
5.232,1788739956.464,4.243,3.500,0
5.432,1788739956.664,4.243,3.500,0
5.632,1788739956.864,4.243,3.500,0
5.832,1788739957.064,4.243,3.500,0
6.032,1788739957.264,4.243,3.500,0
6.232,1788739957.464,4.243,3.500,0
6.432,1788739957.664,4.243,3.500,0
6.632,1788739957.864,4.243,3.500,0
6.832,1788739958.064,4.243,3.500,0
7.032,1788739958.264,4.243,3.500,0
7.232,1788739958.464,4.243,3.500,0
7.432,1788739958.664,4.243,3.500,0
7.632,1788739958.864,4.243,3.500,0
7.832,1788739959.064,4.243,3.500,0
8.032,1788739959.264,4.243,3.500,0
8.232,1788739959.464,4.243,3.500,0
8.432,1788739959.664,4.243,3.500,0
8.632,1788739959.864,4.243,3.500,0
8.832,1788739960.064,4.243,3.500,0
9.032,1788739960.264,4.243,3.500,0
9.232,1788739960.464,4.243,3.500,0
9.432,1788739960.664,4.243,3.500,0
9.632,1788739960.864,4.243,3.500,0
9.832,1788739961.064,4.243,3.500,0
10.032,1788739961.264,4.243,3.500,0
10.232,1788739961.464,4.243,3.500,0
10.432,1788739961.664,4.243,3.500,0
10.632,1788739961.864,4.243,3.500,0
10.832,1788739962.064,4.243,3.500,0
11.032,1788739962.264,4.243,3.500,0
11.232,1788739962.464,4.243,3.500,0
11.432,1788739962.664,4.243,3.500,0
11.632,1788739962.864,4.243,3.500,0
11.832,1788739963.064,4.243,3.500,0
12.032,1788739963.264,4.243,3.562,1
12.232,1788739963.464,4.243,3.624,1
12.432,1788739963.664,4.243,3.685,1
12.632,1788739963.864,4.243,3.747,1
12.832,1788739964.064,4.243,3.809,1
13.032,1788739964.264,4.243,3.871,1
13.232,1788739964.464,4.243,3.933,1
13.432,1788739964.664,4.243,3.994,1
13.632,1788739964.864,4.243,4.056,1
13.832,1788739965.064,4.243,4.118,1
14.032,1788739965.264,4.243,4.180,1
14.232,1788739965.464,4.243,4.242,1
14.432,1788739965.664,4.243,4.303,1
14.632,1788739965.864,4.243,4.365,1
14.832,1788739966.064,4.243,4.427,1
15.032,1788739966.264,4.243,4.489,1
15.232,1788739966.464,4.243,4.551,1
15.432,1788739966.664,4.243,4.612,1
15.632,1788739966.864,4.243,4.674,1
15.832,1788739967.064,4.243,4.736,1
16.032,1788739967.264,4.243,4.798,1
16.232,1788739967.464,4.243,4.860,1
16.432,1788739967.664,4.243,4.921,1
16.632,1788739967.864,4.243,4.983,1
16.832,1788739968.064,4.243,5.045,1
17.032,1788739968.264,4.243,5.107,1
17.232,1788739968.464,4.243,5.169,1
17.432,1788739968.664,4.243,5.230,1
17.632,1788739968.864,4.243,5.292,1
17.832,1788739969.064,4.243,5.354,1
18.032,1788739969.264,4.243,5.416,1
18.232,1788739969.464,4.243,5.478,1
18.432,1788739969.664,4.243,5.539,1
18.633,1788739969.866,4.243,5.601,1
18.832,1788739970.064,4.243,5.663,1
19.032,1788739970.264,4.243,5.725,1
19.232,1788739970.464,4.243,5.787,1
19.432,1788739970.664,4.243,5.848,1
19.632,1788739970.864,4.243,5.910,1
19.832,1788739971.064,4.243,5.972,1
20.032,1788739971.264,4.243,6.034,1
20.232,1788739971.464,4.243,6.096,1
20.432,1788739971.664,4.243,6.157,1
20.632,1788739971.864,4.243,6.219,1
20.832,1788739972.064,4.243,6.281,1
21.032,1788739972.264,4.243,6.343,1
21.232,1788739972.464,4.243,6.405,1
21.432,1788739972.664,4.243,6.466,1
21.632,1788739972.864,4.243,6.528,0
21.833,1788739973.066,4.243,6.528,0
22.033,1788739973.266,4.243,6.528,0
22.232,1788739973.464,4.243,6.528,0
22.432,1788739973.664,4.243,6.528,0
22.632,1788739973.864,4.243,6.528,0
22.832,1788739974.064,4.243,6.528,0
23.033,1788739974.266,4.243,6.528,0
23.233,1788739974.466,4.243,6.528,0
23.432,1788739974.664,4.243,6.528,0
23.632,1788739974.864,4.243,6.528,0
23.832,1788739975.064,4.243,6.528,0
24.033,1788739975.266,4.243,6.528,0
24.232,1788739975.465,4.243,6.528,0
24.433,1788739975.666,4.243,6.528,0
24.632,1788739975.864,4.243,6.528,0
24.833,1788739976.065,4.243,6.528,0
25.032,1788739976.264,4.243,6.528,0
25.232,1788739976.464,4.243,6.528,0
25.432,1788739976.664,4.243,6.528,0
25.632,1788739976.864,4.243,6.528,0
25.832,1788739977.064,4.243,6.528,0
26.033,1788739977.266,4.243,6.528,0
26.233,1788739977.465,4.243,6.528,0
26.433,1788739977.665,4.243,6.528,0
26.632,1788739977.864,4.243,6.528,0
26.832,1788739978.064,4.243,6.528,0
27.032,1788739978.264,4.243,6.528,0
27.232,1788739978.464,4.243,6.528,0
27.432,1788739978.664,4.243,6.528,0
27.632,1788739978.864,4.243,6.528,0
27.833,1788739979.065,4.243,6.528,0
28.032,1788739979.264,4.243,6.528,0
28.232,1788739979.464,4.243,6.528,0
28.432,1788739979.664,4.243,6.528,0
28.632,1788739979.864,4.243,6.528,0
28.832,1788739980.064,4.243,6.528,0
29.032,1788739980.264,4.243,6.528,0
29.232,1788739980.464,4.243,6.528,0
29.432,1788739980.664,4.243,6.528,0
29.632,1788739980.864,4.243,6.528,0
29.832,1788739981.064,4.243,6.528,0
30.032,1788739981.264,4.243,6.528,0
30.232,1788739981.464,4.243,6.528,0
30.432,1788739981.664,4.243,6.528,0
30.632,1788739981.864,4.243,6.528,0
30.832,1788739982.064,4.243,6.528,0
31.032,1788739982.264,4.243,6.528,0
31.232,1788739982.464,4.243,6.528,0
31.432,1788739982.664,4.243,6.528,0
31.632,1788739982.864,4.243,6.528,0
31.832,1788739983.064,4.243,6.528,0
32.032,1788739983.264,4.243,6.528,0
32.232,1788739983.464,4.243,6.528,0
32.432,1788739983.664,4.243,6.528,0
32.632,1788739983.864,4.243,6.528,0
32.832,1788739984.064,4.243,6.528,0
33.032,1788739984.264,4.243,6.528,0
33.232,1788739984.464,4.243,6.528,0
33.432,1788739984.664,4.243,6.528,0
33.632,1788739984.864,4.243,6.528,0
33.832,1788739985.064,4.243,6.528,0
34.032,1788739985.264,4.243,6.528,0
