t,t_abs,bx,by,moving
0.232,1788737888.650,4.985,3.500,0
0.432,1788737888.850,4.985,3.500,0
0.632,1788737889.050,4.985,3.500,0
0.831,1788737889.250,4.985,3.500,0
1.031,1788737889.450,4.985,3.500,0
1.231,1788737889.650,4.985,3.500,0
1.431,1788737889.850,4.985,3.500,0
1.631,1788737890.050,4.985,3.500,0
1.831,1788737890.250,4.985,3.500,0
2.031,1788737890.450,4.985,3.500,0
2.231,1788737890.650,4.985,3.500,0
2.432,1788737890.850,4.985,3.500,0
2.631,1788737891.050,4.985,3.500,0
2.831,1788737891.250,4.985,3.500,0
3.031,1788737891.450,4.985,3.500,0
3.231,1788737891.650,4.985,3.500,0
3.431,1788737891.850,4.985,3.500,0
3.631,1788737892.050,4.985,3.500,0
3.831,1788737892.250,4.985,3.500,0
4.031,1788737892.450,4.985,3.500,0
4.231,1788737892.650,4.985,3.500,0
4.431,1788737892.850,4.985,3.500,0
4.631,1788737893.050,4.985,3.500,0
4.831,1788737893.250,4.985,3.500,0
5.032,1788737893.450,4.985,3.500,0
5.231,1788737893.650,4.985,3.500,0
5.431,1788737893.850,4.985,3.500,0
5.631,1788737894.050,4.985,3.500,0
5.831,1788737894.250,4.985,3.500,0
6.031,1788737894.450,4.985,3.500,0
6.231,1788737894.650,4.985,3.500,0
6.431,1788737894.850,4.985,3.500,0
6.631,1788737895.050,4.985,3.500,0
6.831,1788737895.250,4.985,3.500,0
7.031,1788737895.450,4.985,3.500,0
7.231,1788737895.650,4.985,3.500,0
7.431,1788737895.850,4.985,3.500,0
7.631,1788737896.050,4.985,3.500,0
7.832,1788737896.250,4.985,3.500,0
8.032,1788737896.450,4.985,3.500,0
8.231,1788737896.650,4.985,3.500,0
8.433,1788737896.851,4.985,3.500,0
8.632,1788737897.050,4.985,3.500,0
8.831,1788737897.250,4.985,3.500,0
9.032,1788737897.450,4.985,3.500,0
9.231,1788737897.650,4.985,3.500,0
9.431,1788737897.850,4.985,3.500,0
9.631,1788737898.050,4.985,3.500,0
9.831,1788737898.250,4.985,3.500,0
10.031,1788737898.450,4.985,3.500,0
10.232,1788737898.650,4.985,3.500,0
10.431,1788737898.850,4.985,3.500,0
10.631,1788737899.050,4.985,3.500,0
10.831,1788737899.250,4.985,3.500,0
11.031,1788737899.450,4.985,3.500,0
11.233,1788737899.651,4.985,3.500,0
11.433,1788737899.851,4.985,3.500,0
11.633,1788737900.051,4.985,3.500,0
11.831,1788737900.250,4.985,3.500,0
12.031,1788737900.450,4.985,3.500,0
12.231,1788737900.650,4.985,3.500,0
12.431,1788737900.850,4.985,3.500,0
12.632,1788737901.050,4.985,3.500,0
12.831,1788737901.250,4.985,3.500,0
13.031,1788737901.450,4.985,3.500,0
13.231,1788737901.650,4.985,3.551,1
13.431,1788737901.850,4.985,3.602,1
13.631,1788737902.050,4.985,3.652,1
13.831,1788737902.250,4.985,3.703,1
14.031,1788737902.450,4.985,3.754,1
14.231,1788737902.650,4.985,3.805,1
14.431,1788737902.850,4.985,3.856,1
14.631,1788737903.050,4.985,3.906,1
14.831,1788737903.250,4.985,3.957,1
15.031,1788737903.450,4.985,4.008,1
15.233,1788737903.651,4.985,4.059,1
15.431,1788737903.850,4.985,4.110,1
15.632,1788737904.050,4.985,4.160,1
15.831,1788737904.250,4.985,4.211,1
16.031,1788737904.450,4.985,4.262,1
16.231,1788737904.650,4.985,4.313,1
16.431,1788737904.850,4.985,4.364,1
16.631,1788737905.050,4.985,4.414,1
16.831,1788737905.250,4.985,4.465,1
17.031,1788737905.450,4.985,4.516,1
17.231,1788737905.650,4.985,4.567,1
17.431,1788737905.850,4.985,4.618,1
17.632,1788737906.050,4.985,4.668,1
