t,t_abs,bx,by,moving
0.232,1788738016.653,4.744,6.500,0
0.432,1788738016.853,4.744,6.500,0
0.632,1788738017.053,4.744,6.500,0
0.832,1788738017.253,4.744,6.500,0
1.032,1788738017.453,4.744,6.500,0
1.232,1788738017.653,4.744,6.500,0
1.432,1788738017.853,4.744,6.500,0
1.632,1788738018.053,4.744,6.500,0
1.832,1788738018.253,4.744,6.500,0
2.032,1788738018.453,4.744,6.500,0
2.232,1788738018.653,4.744,6.500,0
2.432,1788738018.853,4.744,6.500,0
2.632,1788738019.053,4.744,6.500,0
2.832,1788738019.253,4.744,6.500,0
3.032,1788738019.453,4.744,6.500,0
3.232,1788738019.653,4.744,6.500,0
3.432,1788738019.853,4.744,6.500,0
3.632,1788738020.053,4.744,6.500,0
3.832,1788738020.253,4.744,6.500,0
4.032,1788738020.453,4.744,6.500,0
4.232,1788738020.653,4.744,6.500,0
4.432,1788738020.853,4.744,6.500,0
4.632,1788738021.053,4.744,6.500,0
4.832,1788738021.253,4.744,6.500,0
5.032,1788738021.453,4.744,6.500,0
5.232,1788738021.653,4.744,6.500,0
5.432,1788738021.853,4.744,6.500,0
5.632,1788738022.053,4.744,6.500,0
5.832,1788738022.253,4.744,6.500,0
6.032,1788738022.453,4.744,6.500,0
6.232,1788738022.653,4.744,6.500,0
6.432,1788738022.853,4.744,6.500,0
6.632,1788738023.053,4.744,6.500,0
6.832,1788738023.253,4.744,6.500,0
7.032,1788738023.453,4.744,6.500,0
7.232,1788738023.653,4.744,6.500,0
7.432,1788738023.853,4.744,6.500,0
7.632,1788738024.053,4.744,6.500,0
7.832,1788738024.253,4.744,6.500,0
8.032,1788738024.453,4.744,6.500,0
8.232,1788738024.653,4.744,6.500,0
8.432,1788738024.853,4.744,6.500,0
8.632,1788738025.053,4.744,6.500,0
8.832,1788738025.253,4.744,6.500,0
9.032,1788738025.453,4.744,6.500,0
9.232,1788738025.653,4.744,6.500,0
9.432,1788738025.853,4.744,6.500,0
9.632,1788738026.053,4.744,6.500,0
9.832,1788738026.253,4.744,6.500,0
10.032,1788738026.453,4.744,6.500,0
10.232,1788738026.653,4.744,6.500,0
10.432,1788738026.853,4.744,6.500,0
10.632,1788738027.053,4.744,6.500,0
10.832,1788738027.253,4.744,6.500,0
11.032,1788738027.453,4.744,6.500,0
11.232,1788738027.653,4.744,6.500,0
11.432,1788738027.853,4.744,6.500,0
11.632,1788738028.053,4.744,6.500,0
11.832,1788738028.253,4.744,6.500,0
12.032,1788738028.453,4.744,6.500,0
12.232,1788738028.653,4.744,6.500,0
12.432,1788738028.853,4.744,6.500,0
12.632,1788738029.053,4.744,6.500,0
12.832,1788738029.253,4.744,6.443,1
13.032,1788738029.453,4.744,6.386,1
13.232,1788738029.653,4.744,6.328,1
13.432,1788738029.853,4.744,6.271,1
13.632,1788738030.053,4.744,6.214,1
13.832,1788738030.253,4.744,6.157,1
14.032,1788738030.453,4.744,6.100,1
14.232,1788738030.653,4.744,6.042,1
14.432,1788738030.853,4.744,5.985,1
14.632,1788738031.053,4.744,5.928,1
14.832,1788738031.253,4.744,5.871,1
15.032,1788738031.453,4.744,5.814,1
15.232,1788738031.653,4.744,5.756,1
15.432,1788738031.853,4.744,5.699,1
15.632,1788738032.053,4.744,5.642,1
15.832,1788738032.253,4.744,5.585,1
16.032,1788738032.453,4.744,5.528,1
16.232,1788738032.653,4.744,5.470,1
16.432,1788738032.853,4.744,5.413,1
16.632,1788738033.053,4.744,5.356,1
