t,t_abs,bx,by,moving
0.232,1788740178.319,5.265,3.500,0
0.432,1788740178.519,5.265,3.500,0
0.632,1788740178.718,5.265,3.500,0
0.832,1788740178.919,5.265,3.500,0
1.032,1788740179.118,5.265,3.500,0
1.232,1788740179.318,5.265,3.500,0
1.432,1788740179.518,5.265,3.500,0
1.632,1788740179.719,5.265,3.500,0
1.832,1788740179.918,5.265,3.500,0
2.032,1788740180.118,5.265,3.500,0
2.232,1788740180.318,5.265,3.500,0
2.432,1788740180.519,5.265,3.500,0
2.632,1788740180.718,5.265,3.500,0
2.832,1788740180.918,5.265,3.500,0
3.032,1788740181.119,5.265,3.500,0
3.232,1788740181.318,5.265,3.500,0
3.432,1788740181.518,5.265,3.500,0
3.632,1788740181.718,5.265,3.500,0
3.832,1788740181.918,5.265,3.500,0
4.032,1788740182.119,5.265,3.500,0
4.232,1788740182.318,5.265,3.500,0
4.432,1788740182.518,5.265,3.500,0
4.632,1788740182.718,5.265,3.500,0
4.832,1788740182.918,5.265,3.500,0
5.032,1788740183.119,5.265,3.500,0
5.232,1788740183.318,5.265,3.500,0
5.432,1788740183.518,5.265,3.500,0
5.632,1788740183.718,5.265,3.500,0
5.832,1788740183.919,5.265,3.500,0
6.032,1788740184.118,5.265,3.500,0
6.232,1788740184.318,5.265,3.500,0
6.432,1788740184.518,5.265,3.500,0
6.632,1788740184.718,5.265,3.500,0
6.832,1788740184.918,5.265,3.500,0
7.032,1788740185.118,5.265,3.500,0
7.232,1788740185.318,5.265,3.500,0
7.433,1788740185.520,5.265,3.500,0
7.633,1788740185.720,5.265,3.500,0
7.834,1788740185.920,5.265,3.500,0
8.032,1788740186.119,5.265,3.500,0
8.232,1788740186.319,5.265,3.500,0
8.432,1788740186.518,5.265,3.500,0
8.632,1788740186.718,5.265,3.500,0
8.832,1788740186.919,5.265,3.500,0
9.032,1788740187.118,5.265,3.500,0
9.232,1788740187.318,5.265,3.500,0
9.432,1788740187.518,5.265,3.500,0
9.632,1788740187.719,5.265,3.500,0
9.832,1788740187.919,5.265,3.500,0
10.032,1788740188.118,5.265,3.500,0
10.234,1788740188.320,5.265,3.500,0
10.432,1788740188.519,5.265,3.500,0
10.633,1788740188.720,5.265,3.500,0
10.832,1788740188.919,5.265,3.500,0
11.032,1788740189.119,5.265,3.500,0
11.232,1788740189.319,5.265,3.500,0
11.432,1788740189.518,5.265,3.500,0
11.632,1788740189.718,5.265,3.500,0
11.832,1788740189.918,5.265,3.500,0
12.032,1788740190.119,5.265,3.500,0
12.232,1788740190.318,5.265,3.500,0
12.432,1788740190.519,5.265,3.500,0
12.632,1788740190.718,5.265,3.500,0
12.832,1788740190.918,5.265,3.500,0
13.032,1788740191.118,5.265,3.500,0
13.232,1788740191.318,5.265,3.500,0
