t,t_abs,bx,by,moving
0.232,1788738149.526,5.102,3.500,0
0.432,1788738149.726,5.102,3.500,0
0.632,1788738149.926,5.102,3.500,0
0.832,1788738150.125,5.102,3.500,0
1.032,1788738150.326,5.102,3.500,0
1.232,1788738150.526,5.102,3.500,0
1.432,1788738150.726,5.102,3.500,0
1.632,1788738150.926,5.102,3.500,0
1.832,1788738151.125,5.102,3.500,0
2.032,1788738151.325,5.102,3.500,0
2.232,1788738151.526,5.102,3.500,0
2.432,1788738151.726,5.102,3.500,0
2.632,1788738151.925,5.102,3.500,0
2.832,1788738152.126,5.102,3.500,0
3.032,1788738152.326,5.102,3.500,0
3.232,1788738152.525,5.102,3.500,0
3.432,1788738152.726,5.102,3.500,0
3.632,1788738152.925,5.102,3.500,0
3.832,1788738153.126,5.102,3.500,0
4.032,1788738153.326,5.102,3.500,0
4.232,1788738153.526,5.102,3.500,0
4.432,1788738153.726,5.102,3.500,0
4.632,1788738153.926,5.102,3.500,0
4.832,1788738154.125,5.102,3.500,0
5.032,1788738154.326,5.102,3.500,0
5.232,1788738154.526,5.102,3.500,0
5.432,1788738154.726,5.102,3.500,0
5.632,1788738154.925,5.102,3.500,0
5.832,1788738155.126,5.102,3.500,0
6.032,1788738155.326,5.102,3.500,0
6.232,1788738155.525,5.102,3.500,0
6.432,1788738155.726,5.102,3.500,0
6.632,1788738155.925,5.102,3.500,0
6.832,1788738156.125,5.102,3.500,0
7.032,1788738156.326,5.102,3.500,0
7.232,1788738156.526,5.102,3.500,0
7.432,1788738156.726,5.102,3.500,0
7.632,1788738156.926,5.102,3.500,0
7.832,1788738157.126,5.102,3.500,0
8.033,1788738157.327,5.102,3.500,0
8.232,1788738157.526,5.102,3.500,0
8.432,1788738157.726,5.102,3.500,0
8.632,1788738157.925,5.102,3.500,0
8.832,1788738158.126,5.102,3.500,0
9.032,1788738158.325,5.102,3.500,0
9.232,1788738158.526,5.102,3.500,0
9.432,1788738158.726,5.102,3.500,0
9.632,1788738158.925,5.102,3.500,0
9.832,1788738159.125,5.102,3.500,0
10.032,1788738159.325,5.102,3.500,0
10.232,1788738159.525,5.102,3.500,0
10.432,1788738159.725,5.102,3.500,0
10.632,1788738159.926,5.102,3.500,0
10.832,1788738160.126,5.102,3.500,0
11.032,1788738160.325,5.102,3.500,0
11.232,1788738160.526,5.102,3.500,0
11.432,1788738160.726,5.102,3.500,0
11.632,1788738160.925,5.102,3.500,0
11.832,1788738161.126,5.102,3.500,0
12.032,1788738161.326,5.102,3.500,0
12.232,1788738161.525,5.102,3.500,0
12.432,1788738161.726,5.102,3.500,0
12.632,1788738161.925,5.102,3.500,0
12.832,1788738162.125,5.102,3.500,0
13.032,1788738162.325,5.102,3.556,1
13.232,1788738162.526,5.102,3.612,1
13.432,1788738162.725,5.102,3.667,1
13.632,1788738162.926,5.102,3.723,1
13.832,1788738163.125,5.102,3.779,1
14.032,1788738163.325,5.102,3.835,1
14.232,1788738163.526,5.102,3.891,1
14.432,1788738163.726,5.102,3.946,1
14.632,1788738163.925,5.102,4.002,1
14.832,1788738164.125,5.102,4.058,1
15.032,1788738164.326,5.102,4.114,1
15.232,1788738164.526,5.102,4.170,1
15.432,1788738164.726,5.102,4.225,1
15.632,1788738164.925,5.102,4.281,1
15.832,1788738165.126,5.102,4.337,1
16.032,1788738165.325,5.102,4.393,1
16.232,1788738165.526,5.102,4.449,1
16.432,1788738165.726,5.102,4.504,1
16.632,1788738165.926,5.102,4.560,1
16.832,1788738166.126,5.102,4.616,1
17.032,1788738166.326,5.102,4.672,1
17.232,1788738166.525,5.102,4.728,1
17.432,1788738166.726,5.102,4.783,1
