13.7299,0
1.18487,0
2.04074,0
1.20033,0
2.4206,0
2.45803,0
1.91161,0
4.63522,0
3.12701,0
1.66876,0
1.74998,0
4.21673,0
3.99943,0
2.28135,0
2.2181,0
6.54856,0
1.50533,0
7.60825,0
3.49437,0
1.05451,0
14.5059,0
14.1818,0
2.9933,0
6.21874,0
5.10141,0
6.45999,0
8.39752,0
7.64926,0
5.35902,0
7.98383,0
8.38226,0
2.45232,0
17.7229,0
4.25736,0
4.09578,0
4.69767,0
15.3262,0
23.9909,0
20.8746,0
14.7471,0
9.65889,0
2.54443,0
6.35327,0
9.11604,0
9.96026,0
7.6091,0
13.5791,0
18.5168,0
2.27491,0
5.17444,0
14.4399,0
7.66649,0
6.68495,0
7.22828,0
10.3862,0
3.54518,0
7.93479,0
2.33849,0
7.65264,0
9.08235,0
17.4315,0
19.9701,0
4.16154,0
5.98026,0
14.9172,0
12.6086,0
12.2631,0
13.3592,0
29.3394,0
10.2874,0
17.9341,0
9.07675,0
8.84874,0
5.05892,0
23.8117,0
22.7367,0
10.1933,0
1.09061,0
26.3317,0
16.2175,0
18.1433,0
15.3168,0
14.5393,0
8.89584,0
2.8336,0
19.6701,0
14.0082,0
11.5258,0
18.8722,0
4.3671,0
6.4338,0
1.10268,0
14.1346,0
17.0024,0
4.49484,0
1.29907,0
4.06451,0
14.7488,0
4.45551,0
16.8432,0
10.1487,0
12.8916,0
15.0669,0
4.50947,0
14.4181,0
4.31306,0
4.91896,0
6.24629,0
9.19634,0
14.3338,0
13.1094,0
10.0782,0
2.25527,0
12.1385,0
15.0542,0
13.3697,0
15.1651,0
28.1972,0
4.50033,0
21.0889,0
5.72423,0
14.8727,0
11.654,0
16.7968,0
11.4037,0
3.13771,0
13.339,0
1023,0
2.56132,0
11.6915,0
5.66429,0
11.4581,0
13.8168,0
1023,0
2.93104,0
15.6818,0
3.44921,0
1022,0
12.5299,0
8.38267,0
1023,0
8.71854,0
24.2376,0
96.4209,0
1023,0
78.0932,0
1023,0
8.92576,0
1023,0
35.4008,0
1022,0
26.1151,0
1023,0
1023,0
1023,0
93.5117,0
1021,0
1.60322,0
1021,0
1023,0
116.9,0
135.647,0
328.447,0
405.812,0
1023,0
1023,0
43.9386,0
1021,0
1021,0
1023,0
1023,0
1023,0
1021,0
1022,0
1021,0
1016,0
1017,0
1017,0
1011,0
1016,0
1019,0
1018,0
1015,0
1011,0
1012,0
1008,0
1004,0
1003,0
1005,0
1001,0
990,0
1003,0
986,0
989,0
991,0
984,0
982,0
991,0
978,0
988,0
977,0
979,0
978,0
983,0
993,0
995,0
991,0
996,0
994,0
993,0
988,0
1001,0
999,0
1010,0
1002,0
1006,0
1006,0
1000,0
1010,0
1006,0
1010,0
1006,0
1018,0
1017,0
1019,0
1022,0
1021,0
1022,0
1023,0
1023,0
93.9243,0
343.427,0
476.808,0
581.19,0
610.824,0
648.887,0
647.959,0
695.877,0
706.556,0
709.943,0
713.279,0
718.013,0
697.693,0
605.017,0
448.248,0
635.415,0
525.612,0
406.534,0
511.762,0
77.1807,0
14.633,0
301.714,0
339.716,0
377.528,0
438.662,0
422.405,0
478.345,0
511.601,0
572.435,0
676.386,0
779.394,0
805.157,0
821.352,0
822.064,0
1023,0
743.33,0
1023,0
1021,0
1022,0
1020,0
1015,0
1009,0
1003,0
991,0
983,0
947.003,0
942.005,0
920.016,0
905.032,0
860.135,0
850.173,0
827.28,0
803.425,0
769.689,0
743.93,0
724.137,0
761.76,0
741.95,0
720.18,0
727.105,0
725.126,0
752.843,0
753.834,0
767.706,0
794.489,0
820.32,0
841.211,0
