t,t_abs,bx,by,moving
0.232,1788739757.912,5.081,3.500,0
0.432,1788739758.112,5.081,3.500,0
0.632,1788739758.312,5.081,3.500,0
0.832,1788739758.512,5.081,3.500,0
1.032,1788739758.712,5.081,3.500,0
1.232,1788739758.912,5.081,3.500,0
1.432,1788739759.112,5.081,3.500,0
1.632,1788739759.312,5.081,3.500,0
1.832,1788739759.512,5.081,3.500,0
2.032,1788739759.712,5.081,3.500,0
2.232,1788739759.912,5.081,3.500,0
2.432,1788739760.112,5.081,3.500,0
2.632,1788739760.312,5.081,3.500,0
2.832,1788739760.512,5.081,3.500,0
3.032,1788739760.712,5.081,3.500,0
3.232,1788739760.912,5.081,3.500,0
3.432,1788739761.112,5.081,3.500,0
3.632,1788739761.312,5.081,3.500,0
3.832,1788739761.512,5.081,3.500,0
4.032,1788739761.712,5.081,3.500,0
4.232,1788739761.912,5.081,3.500,0
4.432,1788739762.112,5.081,3.500,0
4.632,1788739762.312,5.081,3.500,0
4.832,1788739762.512,5.081,3.500,0
5.032,1788739762.712,5.081,3.500,0
5.233,1788739762.913,5.081,3.500,0
5.432,1788739763.112,5.081,3.500,0
5.632,1788739763.312,5.081,3.500,0
5.832,1788739763.512,5.081,3.500,0
6.032,1788739763.712,5.081,3.500,0
6.232,1788739763.912,5.081,3.500,0
6.432,1788739764.112,5.081,3.500,0
6.632,1788739764.312,5.081,3.500,0
6.832,1788739764.513,5.081,3.500,0
7.032,1788739764.712,5.081,3.500,0
7.232,1788739764.912,5.081,3.500,0
7.432,1788739765.112,5.081,3.500,0
7.632,1788739765.312,5.081,3.500,0
7.833,1788739765.513,5.081,3.500,0
8.033,1788739765.713,5.081,3.500,0
8.233,1788739765.914,5.081,3.500,0
8.432,1788739766.112,5.081,3.500,0
8.632,1788739766.312,5.081,3.500,0
8.832,1788739766.512,5.081,3.500,0
9.032,1788739766.712,5.081,3.500,0
9.232,1788739766.912,5.081,3.500,0
9.432,1788739767.112,5.081,3.500,0
9.632,1788739767.312,5.081,3.500,0
9.832,1788739767.512,5.081,3.500,0
10.032,1788739767.712,5.081,3.500,0
10.232,1788739767.912,5.081,3.500,0
10.432,1788739768.112,5.081,3.500,0
10.632,1788739768.312,5.081,3.500,0
10.832,1788739768.512,5.081,3.500,0
11.032,1788739768.712,5.081,3.500,0
11.232,1788739768.912,5.081,3.500,0
11.432,1788739769.112,5.081,3.500,0
11.632,1788739769.312,5.081,3.500,0
11.832,1788739769.512,5.081,3.500,0
12.032,1788739769.712,5.081,3.500,0
12.232,1788739769.912,5.081,3.500,0
12.432,1788739770.112,5.081,3.500,0
12.632,1788739770.312,5.081,3.500,0
12.832,1788739770.512,5.081,3.500,0
13.032,1788739770.712,5.081,3.500,0
13.232,1788739770.912,5.081,3.500,0
13.432,1788739771.112,5.081,3.500,0
13.632,1788739771.312,5.081,3.500,0
13.832,1788739771.512,5.081,3.500,0
14.032,1788739771.712,5.081,3.500,0
14.232,1788739771.912,5.081,3.500,0
14.432,1788739772.112,5.081,3.500,0
14.632,1788739772.312,5.081,3.568,1
14.832,1788739772.512,5.081,3.636,1
15.032,1788739772.712,5.081,3.705,1
15.233,1788739772.914,5.081,3.773,1
15.432,1788739773.112,5.081,3.841,1
15.632,1788739773.312,5.081,3.909,1
15.832,1788739773.512,5.081,3.977,1
16.032,1788739773.712,5.081,4.046,1
16.232,1788739773.912,5.081,4.114,1
16.432,1788739774.112,5.081,4.182,1
16.633,1788739774.313,5.081,4.250,1
16.832,1788739774.512,5.081,4.318,1
17.033,1788739774.714,5.081,4.387,1
17.233,1788739774.914,5.081,4.455,1
17.433,1788739775.114,5.081,4.523,1
17.632,1788739775.312,5.081,4.591,1
17.833,1788739775.514,5.081,4.659,1
18.032,1788739775.713,5.081,4.728,1
