t,t_abs,bx,by,moving
0.232,1788737908.632,4.985,3.500,0
0.432,1788737908.832,4.985,3.500,0
0.632,1788737909.031,4.985,3.500,0
0.832,1788737909.231,4.985,3.500,0
1.031,1788737909.431,4.985,3.500,0
1.231,1788737909.631,4.985,3.500,0
1.431,1788737909.831,4.985,3.500,0
1.632,1788737910.031,4.985,3.500,0
1.832,1788737910.231,4.985,3.500,0
2.032,1788737910.431,4.985,3.500,0
2.232,1788737910.631,4.985,3.500,0
2.431,1788737910.831,4.985,3.500,0
2.631,1788737911.031,4.985,3.500,0
2.832,1788737911.231,4.985,3.500,0
3.031,1788737911.431,4.985,3.500,0
3.232,1788737911.632,4.985,3.500,0
3.432,1788737911.831,4.985,3.500,0
3.632,1788737912.031,4.985,3.500,0
3.832,1788737912.231,4.985,3.500,0
4.031,1788737912.431,4.985,3.500,0
4.231,1788737912.631,4.985,3.500,0
4.432,1788737912.832,4.985,3.500,0
4.632,1788737913.031,4.985,3.500,0
4.832,1788737913.231,4.985,3.500,0
5.032,1788737913.431,4.985,3.500,0
5.232,1788737913.631,4.985,3.500,0
5.431,1788737913.831,4.985,3.500,0
5.632,1788737914.032,4.985,3.500,0
5.832,1788737914.232,4.985,3.500,0
6.031,1788737914.431,4.985,3.500,0
6.231,1788737914.631,4.985,3.500,0
6.432,1788737914.832,4.985,3.500,0
6.632,1788737915.031,4.985,3.500,0
6.832,1788737915.232,4.985,3.500,0
7.032,1788737915.432,4.985,3.500,0
7.232,1788737915.632,4.985,3.500,0
7.431,1788737915.831,4.985,3.500,0
7.631,1788737916.031,4.985,3.500,0
7.832,1788737916.231,4.985,3.500,0
8.031,1788737916.431,4.985,3.500,0
8.232,1788737916.631,4.985,3.500,0
8.431,1788737916.831,4.985,3.500,0
8.632,1788737917.032,4.985,3.500,0
8.831,1788737917.231,4.985,3.500,0
9.031,1788737917.431,4.985,3.500,0
9.231,1788737917.631,4.985,3.500,0
9.431,1788737917.831,4.985,3.500,0
9.632,1788737918.032,4.985,3.500,0
9.832,1788737918.231,4.985,3.500,0
10.031,1788737918.431,4.985,3.500,0
10.232,1788737918.632,4.985,3.500,0
10.431,1788737918.831,4.985,3.500,0
10.632,1788737919.032,4.985,3.500,0
10.831,1788737919.231,4.985,3.500,0
11.032,1788737919.432,4.985,3.500,0
11.232,1788737919.632,4.985,3.500,0
11.431,1788737919.831,4.985,3.500,0
11.632,1788737920.031,4.985,3.500,0
11.831,1788737920.231,4.985,3.500,0
12.031,1788737920.431,4.985,3.500,0
12.232,1788737920.631,4.985,3.500,0
12.432,1788737920.832,4.985,3.500,0
12.632,1788737921.031,4.985,3.551,1
12.832,1788737921.231,4.985,3.602,1
13.032,1788737921.431,4.985,3.652,1
13.232,1788737921.631,4.985,3.703,1
13.432,1788737921.831,4.985,3.754,1
13.632,1788737922.032,4.985,3.805,1
13.832,1788737922.232,4.985,3.856,1
14.032,1788737922.431,4.985,3.906,1
14.232,1788737922.631,4.985,3.957,1
14.432,1788737922.831,4.985,4.008,1
14.632,1788737923.031,4.985,4.059,1
14.832,1788737923.232,4.985,4.110,1
15.032,1788737923.431,4.985,4.160,1
15.232,1788737923.631,4.985,4.211,1
15.432,1788737923.832,4.985,4.262,1
15.632,1788737924.031,4.985,4.313,1
15.832,1788737924.231,4.985,4.364,1
16.031,1788737924.431,4.985,4.414,1
16.232,1788737924.632,4.985,4.465,1
16.431,1788737924.831,4.985,4.516,1
16.631,1788737925.031,4.985,4.567,1
16.832,1788737925.231,4.985,4.618,1
17.032,1788737925.431,4.985,4.668,1
17.231,1788737925.631,4.985,4.719,1
17.431,1788737925.831,4.985,4.770,1
17.632,1788737926.031,4.985,4.821,1
17.831,1788737926.231,4.985,4.872,1
18.031,1788737926.431,4.985,4.922,1
18.232,1788737926.631,4.985,4.973,1
18.434,1788737926.833,4.985,5.024,1
18.632,1788737927.031,4.985,5.075,1
18.832,1788737927.231,4.985,5.126,1
19.032,1788737927.432,4.985,5.176,1
19.232,1788737927.631,4.985,5.227,1
19.431,1788737927.831,4.985,5.278,1
19.631,1788737928.031,4.985,5.329,1
19.832,1788737928.232,4.985,5.380,1
20.032,1788737928.431,4.985,5.430,1
20.232,1788737928.631,4.985,5.481,1
20.431,1788737928.831,4.985,5.532,1
20.632,1788737929.032,4.985,5.583,1
20.832,1788737929.231,4.985,5.634,1
21.031,1788737929.431,4.985,5.684,1
21.232,1788737929.631,4.985,5.735,1
21.432,1788737929.831,4.985,5.786,1
21.631,1788737930.031,4.985,5.837,1
21.832,1788737930.231,4.985,5.888,1
22.032,1788737930.432,4.985,5.938,1
22.232,1788737930.632,4.985,5.989,1
22.432,1788737930.832,4.985,6.040,1
22.631,1788737931.031,4.985,6.091,1
22.832,1788737931.232,4.985,6.142,1
23.032,1788737931.432,4.985,6.192,1
23.232,1788737931.632,4.985,6.243,1
23.432,1788737931.831,4.985,6.294,1
23.632,1788737932.031,4.985,6.345,1
