t,t_abs,bx,by,moving
0.232,1788738035.780,4.744,6.500,0
0.431,1788738035.979,4.744,6.500,0
0.631,1788738036.179,4.744,6.500,0
0.831,1788738036.379,4.744,6.500,0
1.031,1788738036.579,4.744,6.500,0
1.231,1788738036.779,4.744,6.500,0
1.431,1788738036.979,4.744,6.500,0
1.631,1788738037.179,4.744,6.500,0
1.831,1788738037.379,4.744,6.500,0
2.031,1788738037.579,4.744,6.500,0
2.231,1788738037.779,4.744,6.500,0
2.431,1788738037.979,4.744,6.500,0
2.631,1788738038.179,4.744,6.500,0
2.831,1788738038.379,4.744,6.500,0
3.031,1788738038.579,4.744,6.500,0
3.231,1788738038.779,4.744,6.500,0
3.431,1788738038.979,4.744,6.500,0
3.631,1788738039.179,4.744,6.500,0
3.831,1788738039.380,4.744,6.500,0
4.031,1788738039.579,4.744,6.500,0
4.231,1788738039.779,4.744,6.500,0
4.431,1788738039.979,4.744,6.500,0
4.631,1788738040.179,4.744,6.500,0
4.831,1788738040.379,4.744,6.500,0
5.031,1788738040.579,4.744,6.500,0
5.231,1788738040.779,4.744,6.500,0
5.431,1788738040.979,4.744,6.500,0
5.631,1788738041.179,4.744,6.500,0
5.831,1788738041.380,4.744,6.500,0
6.031,1788738041.580,4.744,6.500,0
6.231,1788738041.779,4.744,6.500,0
6.431,1788738041.979,4.744,6.500,0
6.631,1788738042.180,4.744,6.500,0
6.831,1788738042.379,4.744,6.500,0
7.031,1788738042.580,4.744,6.500,0
7.231,1788738042.779,4.744,6.500,0
7.431,1788738042.980,4.744,6.500,0
7.631,1788738043.179,4.744,6.500,0
7.831,1788738043.379,4.744,6.500,0
8.031,1788738043.579,4.744,6.500,0
8.231,1788738043.780,4.744,6.500,0
8.431,1788738043.980,4.744,6.500,0
8.631,1788738044.180,4.744,6.500,0
8.831,1788738044.380,4.744,6.500,0
9.031,1788738044.579,4.744,6.500,0
9.231,1788738044.779,4.744,6.500,0
9.431,1788738044.979,4.744,6.500,0
9.631,1788738045.179,4.744,6.500,0
9.831,1788738045.380,4.744,6.500,0
10.031,1788738045.579,4.744,6.500,0
10.231,1788738045.779,4.744,6.500,0
10.431,1788738045.979,4.744,6.500,0
10.631,1788738046.179,4.744,6.500,0
10.832,1788738046.380,4.744,6.500,0
11.031,1788738046.580,4.744,6.500,0
11.231,1788738046.779,4.744,6.500,0
11.431,1788738046.980,4.744,6.500,0
11.631,1788738047.180,4.744,6.500,0
11.831,1788738047.380,4.744,6.500,0
12.032,1788738047.580,4.744,6.500,0
12.231,1788738047.780,4.744,6.500,0
12.432,1788738047.980,4.744,6.443,1
12.631,1788738048.180,4.744,6.386,1
12.831,1788738048.380,4.744,6.328,1
13.031,1788738048.580,4.744,6.271,1
13.231,1788738048.779,4.744,6.214,1
13.431,1788738048.979,4.744,6.157,1
13.631,1788738049.179,4.744,6.100,1
13.831,1788738049.379,4.744,6.042,1
14.031,1788738049.580,4.744,5.985,1
14.231,1788738049.780,4.744,5.928,1
14.431,1788738049.979,4.744,5.871,1
14.631,1788738050.180,4.744,5.814,1
14.831,1788738050.379,4.744,5.756,1
15.031,1788738050.580,4.744,5.699,1
15.231,1788738050.779,4.744,5.642,1
15.431,1788738050.979,4.744,5.585,1
15.631,1788738051.179,4.744,5.528,1
15.831,1788738051.380,4.744,5.470,1
16.031,1788738051.580,4.744,5.413,1
16.231,1788738051.780,4.744,5.356,1
16.431,1788738051.979,4.744,5.299,1
16.631,1788738052.180,4.744,5.242,1
16.831,1788738052.380,4.744,5.184,1
17.031,1788738052.579,4.744,5.127,1
17.231,1788738052.780,4.744,5.070,1
17.431,1788738052.979,4.744,5.013,1
17.631,1788738053.180,4.744,4.956,1
17.831,1788738053.379,4.744,4.898,1
18.031,1788738053.580,4.744,4.841,1
18.231,1788738053.779,4.744,4.784,1
18.431,1788738053.979,4.744,4.727,1
18.631,1788738054.180,4.744,4.670,1
18.831,1788738054.380,4.744,4.612,1
19.031,1788738054.580,4.744,4.555,1
19.231,1788738054.779,4.744,4.498,1
19.431,1788738054.979,4.744,4.441,1
19.631,1788738055.179,4.744,4.384,1
19.831,1788738055.379,4.744,4.326,1
20.031,1788738055.580,4.744,4.269,1
20.231,1788738055.780,4.744,4.212,1
20.431,1788738055.980,4.744,4.155,1
20.631,1788738056.180,4.744,4.098,1
20.831,1788738056.380,4.744,4.040,1
21.031,1788738056.579,4.744,3.983,1
21.231,1788738056.780,4.744,3.926,1
21.431,1788738056.979,4.744,3.869,1
21.631,1788738057.179,4.744,3.812,1
21.831,1788738057.380,4.744,3.754,1
22.032,1788738057.580,4.744,3.697,1
22.231,1788738057.780,4.744,3.640,1
22.431,1788738057.980,4.744,3.583,1
22.631,1788738058.180,4.744,3.526,1
22.831,1788738058.380,4.744,3.468,0
23.033,1788738058.581,4.744,3.468,0
23.231,1788738058.780,4.744,3.468,0
