t,t_abs,bx,by,moving
0.232,1788740141.232,4.257,6.500,0
0.432,1788740141.432,4.257,6.500,0
0.632,1788740141.632,4.257,6.500,0
0.832,1788740141.832,4.257,6.500,0
1.032,1788740142.032,4.257,6.500,0
1.232,1788740142.232,4.257,6.500,0
1.432,1788740142.432,4.257,6.500,0
1.632,1788740142.631,4.257,6.500,0
1.832,1788740142.832,4.257,6.500,0
2.032,1788740143.032,4.257,6.500,0
2.232,1788740143.232,4.257,6.500,0
2.432,1788740143.432,4.257,6.500,0
2.632,1788740143.631,4.257,6.500,0
2.832,1788740143.832,4.257,6.500,0
3.032,1788740144.031,4.257,6.500,0
3.232,1788740144.231,4.257,6.500,0
3.432,1788740144.432,4.257,6.500,0
3.632,1788740144.632,4.257,6.500,0
3.832,1788740144.832,4.257,6.500,0
4.032,1788740145.031,4.257,6.500,0
4.232,1788740145.232,4.257,6.500,0
4.432,1788740145.432,4.257,6.500,0
4.632,1788740145.631,4.257,6.500,0
4.832,1788740145.832,4.257,6.500,0
5.032,1788740146.032,4.257,6.500,0
5.232,1788740146.232,4.257,6.500,0
5.433,1788740146.433,4.257,6.500,0
5.632,1788740146.632,4.257,6.500,0
5.832,1788740146.832,4.257,6.500,0
6.032,1788740147.032,4.257,6.500,0
6.232,1788740147.232,4.257,6.500,0
6.432,1788740147.432,4.257,6.500,0
6.632,1788740147.632,4.257,6.500,0
6.832,1788740147.832,4.257,6.500,0
7.032,1788740148.032,4.257,6.500,0
7.232,1788740148.232,4.257,6.500,0
7.432,1788740148.432,4.257,6.500,0
7.632,1788740148.632,4.257,6.500,0
7.832,1788740148.832,4.257,6.500,0
8.033,1788740149.033,4.257,6.500,0
8.232,1788740149.232,4.257,6.500,0
8.432,1788740149.431,4.257,6.500,0
8.632,1788740149.632,4.257,6.500,0
8.833,1788740149.833,4.257,6.500,0
9.032,1788740150.032,4.257,6.500,0
9.232,1788740150.232,4.257,6.500,0
9.432,1788740150.432,4.257,6.500,0
9.632,1788740150.632,4.257,6.500,0
9.833,1788740150.833,4.257,6.500,0
10.033,1788740151.033,4.257,6.500,0
10.233,1788740151.233,4.257,6.500,0
10.432,1788740151.432,4.257,6.500,0
10.632,1788740151.632,4.257,6.500,0
10.833,1788740151.833,4.257,6.500,0
11.032,1788740152.032,4.257,6.500,0
11.232,1788740152.232,4.257,6.500,0
11.432,1788740152.431,4.257,6.500,0
11.632,1788740152.632,4.257,6.500,0
11.832,1788740152.832,4.257,6.500,0
12.032,1788740153.032,4.257,6.444,1
12.232,1788740153.231,4.257,6.388,1
12.432,1788740153.431,4.257,6.332,1
12.632,1788740153.632,4.257,6.276,1
12.832,1788740153.832,4.257,6.220,1
13.032,1788740154.032,4.257,6.164,1
13.232,1788740154.232,4.257,6.108,1
13.432,1788740154.432,4.257,6.052,1
13.632,1788740154.632,4.257,5.996,1
13.833,1788740154.833,4.257,5.940,1
14.032,1788740155.032,4.257,5.884,1
14.232,1788740155.232,4.257,5.828,1
14.433,1788740155.433,4.257,5.772,1
14.633,1788740155.633,4.257,5.716,1
14.832,1788740155.832,4.257,5.660,1
15.032,1788740156.032,4.257,5.604,1
15.232,1788740156.232,4.257,5.548,1
15.432,1788740156.432,4.257,5.492,1
15.632,1788740156.632,4.257,5.436,1
15.832,1788740156.832,4.257,5.380,1
16.032,1788740157.032,4.257,5.324,1
16.232,1788740157.232,4.257,5.268,1
16.432,1788740157.432,4.257,5.212,1
16.632,1788740157.632,4.257,5.156,1
16.832,1788740157.832,4.257,5.100,1
17.032,1788740158.032,4.257,5.044,1
17.232,1788740158.232,4.257,4.988,1
17.432,1788740158.432,4.257,4.932,1
17.632,1788740158.632,4.257,4.876,1
17.832,1788740158.832,4.257,4.820,1
18.032,1788740159.032,4.257,4.764,1
18.232,1788740159.232,4.257,4.708,1
18.432,1788740159.432,4.257,4.652,1
18.632,1788740159.631,4.257,4.596,1
18.833,1788740159.833,4.257,4.540,1
19.033,1788740160.033,4.257,4.484,1
19.233,1788740160.233,4.257,4.428,1
19.432,1788740160.432,4.257,4.372,1
19.632,1788740160.632,4.257,4.316,1
19.832,1788740160.832,4.257,4.260,1
20.032,1788740161.032,4.257,4.204,1
20.232,1788740161.231,4.257,4.148,1
20.432,1788740161.432,4.257,4.092,1
20.632,1788740161.632,4.257,4.036,1
20.832,1788740161.832,4.257,3.980,1
21.033,1788740162.033,4.257,3.924,1
21.232,1788740162.232,4.257,3.868,1
21.432,1788740162.432,4.257,3.812,1
21.632,1788740162.632,4.257,3.756,1
21.832,1788740162.832,4.257,3.700,1
22.032,1788740163.032,4.257,3.644,1
22.232,1788740163.232,4.257,3.588,1
22.432,1788740163.432,4.257,3.532,1
22.632,1788740163.632,4.257,3.476,0
22.833,1788740163.832,4.257,3.476,0
23.032,1788740164.032,4.257,3.476,0
23.232,1788740164.231,4.257,3.476,0
23.433,1788740164.433,4.257,3.476,0
23.632,1788740164.632,4.257,3.476,0
23.832,1788740164.832,4.257,3.476,0
24.032,1788740165.032,4.257,3.476,0
24.232,1788740165.232,4.257,3.476,0
24.433,1788740165.433,4.257,3.476,0
24.633,1788740165.633,4.257,3.476,0
24.833,1788740165.833,4.257,3.476,0
25.032,1788740166.032,4.257,3.476,0
25.232,1788740166.232,4.257,3.476,0
25.432,1788740166.432,4.257,3.476,0
25.632,1788740166.632,4.257,3.476,0
25.832,1788740166.832,4.257,3.476,0
26.032,1788740167.032,4.257,3.476,0
26.233,1788740167.233,4.257,3.476,0
26.432,1788740167.432,4.257,3.476,0
26.633,1788740167.633,4.257,3.476,0
26.832,1788740167.832,4.257,3.476,0
27.032,1788740168.032,4.257,3.476,0
27.233,1788740168.233,4.257,3.476,0
27.433,1788740168.433,4.257,3.476,0
27.632,1788740168.632,4.257,3.476,0
27.832,1788740168.832,4.257,3.476,0
28.033,1788740169.033,4.257,3.476,0
28.233,1788740169.233,4.257,3.476,0
28.432,1788740169.432,4.257,3.476,0
28.632,1788740169.632,4.257,3.476,0
28.832,1788740169.832,4.257,3.476,0
